"[7, 5, 5, 2, 2, 0]",0.071428571,,,,,"[8, 4, 3, 3, 3, 0]",0.000138726
"[7, 5, 5, 3, 1, 0]",0.071428571,,,,,"[8, 5, 3, 3, 2, 0]",0.000138726
"[7, 5, 5, 4, 0, 0]",0.06122449,,,,,"[8, 7, 5, 1, 0, 0]",0.000138726
"[7, 6, 2, 2, 2, 2]",70.94897959,,,,,"[9, 9, 2, 1, 0, 0]",0.000138726
"[7, 6, 3, 2, 2, 1]",0.102040816,,,,,"[10, 4, 3, 2, 1, 1]",0.000138726
"[7, 6, 3, 3, 1, 1]",0.025510204,,,,,"[10, 6, 3, 2, 0, 0]",0.000138726
"[7, 6, 3, 3, 2, 0]",0.086734694,,,,,"[12, 4, 4, 1, 0, 0]",0.000138726
"[7, 6, 4, 2, 1, 1]",0.066326531,,,,,"[12, 6, 2, 1, 0, 0]",0.000138726
"[7, 6, 4, 2, 2, 0]",0.081632653,,,,,"[12, 6, 3, 0, 0, 0]",0.000138726
"[7, 6, 4, 3, 1, 0]",0.010204082,,,,,"[6, 6, 3, 3, 3, 0]",0.000131019
"[7, 6, 4, 4, 0, 0]",0.06122449,,,,,"[6, 6, 4, 3, 1, 1]",0.000131019
"[7, 6, 5, 1, 1, 1]",0.06122449,,,,,"[6, 6, 5, 2, 1, 1]",0.000131019
"[7, 6, 5, 2, 1, 0]",0.051020408,,,,,"[7, 6, 3, 3, 2, 0]",0.000131019
"[7, 6, 5, 3, 0, 0]",0.086734694,,,,,"[7, 6, 5, 3, 0, 0]",0.000131019
"[7, 6, 6, 1, 1, 0]",0.137755102,,,,,"[8, 5, 4, 3, 1, 0]",0.000131019
"[7, 6, 6, 2, 0, 0]",0.326530612,,,,,"[8, 7, 2, 2, 2, 0]",0.000131019
"[7, 7, 2, 2, 2, 1]",39.45408163,,,,,"[9, 4, 3, 2, 2, 1]",0.000131019
"[7, 7, 3, 2, 1, 1]",0.265306122,,,,,"[9, 4, 4, 2, 2, 0]",0.000131019
"[7, 7, 3, 2, 2, 0]",0.066326531,,,,,"[9, 6, 5, 1, 0, 0]",0.000131019
"[7, 7, 3, 3, 1, 0]",0.076530612,,,,,"[10, 6, 3, 1, 1, 0]",0.000131019
"[7, 7, 4, 1, 1, 1]",10.33163265,,,,,"[11, 3, 2, 2, 2, 1]",0.000131019
"[7, 7, 4, 2, 1, 0]",0.107142857,,,,,"[12, 6, 1, 1, 1, 0]",0.000131019
"[7, 7, 4, 3, 0, 0]",0.071428571,,,,,"[5, 4, 4, 4, 3, 1]",0.000123312
"[7, 7, 5, 1, 1, 0]",0.045918367,,,,,"[6, 5, 5, 4, 1, 0]",0.000123312
"[7, 7, 5, 2, 0, 0]",0.035714286,,,,,"[7, 6, 4, 2, 2, 0]",0.000123312
"[7, 7, 6, 1, 0, 0]",0.153061224,,,,,"[8, 4, 4, 3, 2, 0]",0.000123312
"[7, 7, 7, 0, 0, 0]",15.08163265,,,,,"[8, 5, 3, 2, 2, 1]",0.000123312
"[8, 3, 3, 3, 2, 2]",0.341836735,,,,,"[8, 5, 5, 3, 0, 0]",0.000123312
"[8, 3, 3, 3, 3, 1]",0.06122449,,,,,"[8, 6, 5, 2, 0, 0]",0.000123312
"[8, 4, 3, 2, 2, 2]",0.091836735,,,,,"[10, 5, 3, 3, 0, 0]",0.000123312
"[8, 4, 3, 3, 2, 1]",0.076530612,,,,,"[11, 5, 3, 1, 1, 0]",0.000123312
"[8, 4, 3, 3, 3, 0]",0.091836735,,,,,"[11, 5, 4, 1, 0, 0]",0.000123312
"[8, 4, 4, 2, 2, 1]",0.112244898,,,,,"[11, 5, 5, 0, 0, 0]",0.000123312
"[8, 4, 4, 3, 1, 1]",0.066326531,,,,,"[11, 6, 3, 1, 0, 0]",0.000123312
"[8, 4, 4, 3, 2, 0]",0.081632653,,,,,"[12, 3, 3, 2, 1, 0]",0.000123312
"[8, 4, 4, 4, 1, 0]",0.076530612,,,,,"[13, 4, 4, 0, 0, 0]",0.000123312
"[8, 5, 2, 2, 2, 2]",0.045918367,,,,,"[5, 4, 4, 3, 3, 2]",0.000115605
"[8, 5, 3, 2, 2, 1]",0.081632653,,,,,"[5, 5, 4, 3, 3, 1]",0.000115605
"[8, 5, 3, 3, 1, 1]",0.06122449,,,,,"[5, 5, 4, 4, 3, 0]",0.000115605
"[8, 5, 3, 3, 2, 0]",0.091836735,,,,,"[7, 4, 3, 3, 2, 2]",0.000115605
"[8, 5, 4, 2, 1, 1]",0.071428571,,,,,"[7, 4, 3, 3, 3, 1]",0.000115605
"[8, 5, 4, 2, 2, 0]",0.066326531,,,,,"[7, 7, 3, 3, 1, 0]",0.000115605
"[8, 5, 4, 3, 1, 0]",0.086734694,,,,,"[8, 4, 3, 3, 2, 1]",0.000115605
"[8, 5, 4, 4, 0, 0]",0.06122449,,,,,"[8, 4, 4, 4, 1, 0]",0.000115605
"[8, 5, 5, 1, 1, 1]",0.010204082,,,,,"[8, 7, 2, 2, 1, 1]",0.000115605
"[8, 5, 5, 2, 1, 0]",0.06122449,,,,,"[8, 7, 4, 2, 0, 0]",0.000115605
"[8, 5, 5, 3, 0, 0]",0.081632653,,,,,"[9, 5, 4, 1, 1, 1]",0.000115605
"[8, 6, 2, 2, 2, 1]",0.056122449,,,,,"[9, 5, 5, 2, 0, 0]",0.000115605
"[8, 6, 3, 2, 1, 1]",0.051020408,,,,,"[11, 4, 3, 2, 1, 0]",0.000115605
"[8, 6, 3, 2, 2, 0]",0.06122449,,,,,"[15, 2, 2, 2, 0, 0]",0.000115605
"[8, 6, 3, 3, 1, 0]",0.035714286,,,,,"[6, 4, 4, 4, 2, 1]",0.000107898
"[8, 6, 4, 1, 1, 1]",0.066326531,,,,,"[7, 5, 5, 2, 2, 0]",0.000107898
"[8, 6, 4, 2, 1, 0]",0.107142857,,,,,"[7, 5, 5, 3, 1, 0]",0.000107898
"[8, 6, 4, 3, 0, 0]",0.06122449,,,,,"[7, 7, 4, 3, 0, 0]",0.000107898
"[8, 6, 5, 1, 1, 0]",0.117346939,,,,,"[8, 5, 4, 2, 1, 1]",0.000107898
"[8, 6, 5, 2, 0, 0]",0.081632653,,,,,"[8, 8, 5, 0, 0, 0]",0.000107898
"[8, 6, 6, 1, 0, 0]",0.056122449,,,,,"[10, 4, 2, 2, 2, 1]",0.000107898
"[8, 7, 2, 2, 1, 1]",0.076530612,,,,,"[10, 6, 2, 2, 1, 0]",0.000107898
"[8, 7, 2, 2, 2, 0]",0.086734694,,,,,"[10, 8, 2, 1, 0, 0]",0.000107898
"[8, 7, 3, 1, 1, 1]",0.066326531,,,,,"[10, 9, 2, 0, 0, 0]",0.000107898
"[8, 7, 3, 2, 1, 0]",0.056122449,,,,,"[11, 9, 1, 0, 0, 0]",0.000107898
"[8, 7, 3, 3, 0, 0]",0.040816327,,,,,"[12, 5, 1, 1, 1, 1]",0.000107898
"[8, 7, 4, 1, 1, 0]",0.040816327,,,,,"[13, 5, 1, 1, 1, 0]",0.000107898
"[8, 7, 4, 2, 0, 0]",0.076530612,,,,,"[6, 4, 4, 3, 3, 1]",0.000100191
"[8, 7, 5, 1, 0, 0]",0.091836735,,,,,"[7, 6, 4, 2, 1, 1]",0.000100191
"[8, 7, 6, 0, 0, 0]",0.112244898,,,,,"[7, 7, 3, 2, 2, 0]",0.000100191
"[8, 8, 2, 1, 1, 1]",0.035714286,,,,,"[8, 4, 4, 3, 1, 1]",0.000100191
"[8, 8, 2, 2, 1, 0]",0.096938776,,,,,"[8, 5, 4, 2, 2, 0]",0.000100191
"[8, 8, 3, 1, 1, 0]",0.040816327,,,,,"[8, 6, 4, 1, 1, 1]",0.000100191
"[8, 8, 3, 2, 0, 0]",0.040816327,,,,,"[8, 7, 3, 1, 1, 1]",0.000100191
"[8, 8, 4, 1, 0, 0]",0.045918367,,,,,"[9, 5, 2, 2, 2, 1]",0.000100191
"[8, 8, 5, 0, 0, 0]",0.071428571,,,,,"[9, 5, 4, 2, 1, 0]",0.000100191
"[9, 3, 3, 2, 2, 2]",0.051020408,,,,,"[9, 6, 2, 2, 1, 1]",0.000100191
"[9, 3, 3, 3, 2, 1]",0.06122449,,,,,"[10, 3, 3, 3, 1, 1]",0.000100191
"[9, 3, 3, 3, 3, 0]",0.153061224,,,,,"[10, 4, 3, 2, 2, 0]",0.000100191
"[9, 4, 2, 2, 2, 2]",0.117346939,,,,,"[10, 5, 2, 2, 1, 1]",0.000100191
"[9, 4, 3, 2, 2, 1]",0.086734694,,,,,"[10, 6, 2, 1, 1, 1]",0.000100191
"[9, 4, 3, 3, 1, 1]",0.056122449,,,,,"[10, 6, 4, 1, 0, 0]",0.000100191
"[9, 4, 3, 3, 2, 0]",0.025510204,,,,,"[11, 3, 3, 2, 1, 1]",0.000100191
"[9, 4, 4, 2, 1, 1]",0.010204082,,,,,"[11, 5, 3, 2, 0, 0]",0.000100191
"[9, 4, 4, 2, 2, 0]",0.086734694,,,,,"[11, 6, 1, 1, 1, 1]",0.000100191
"[9, 4, 4, 3, 1, 0]",0.040816327,,,,,"[13, 3, 2, 1, 1, 1]",0.000100191
"[9, 4, 4, 4, 0, 0]",0.06122449,,,,,"[13, 4, 2, 1, 1, 0]",0.000100191
"[9, 5, 2, 2, 2, 1]",0.066326531,,,,,"[14, 3, 3, 1, 0, 0]",0.000100191
"[9, 5, 3, 2, 1, 1]",0.045918367,,,,,"[14, 4, 1, 1, 1, 0]",0.000100191
"[9, 5, 3, 2, 2, 0]",0.045918367,,,,,"[6, 4, 4, 3, 2, 2]",9.24841E-05
"[9, 5, 3, 3, 1, 0]",0.06122449,,,,,"[6, 5, 4, 3, 2, 1]",9.24841E-05
"[9, 5, 4, 1, 1, 1]",0.076530612,,,,,"[7, 5, 4, 3, 1, 1]",9.24841E-05
"[9, 5, 4, 2, 1, 0]",0.066326531,,,,,"[7, 5, 4, 3, 2, 0]",9.24841E-05
"[9, 5, 4, 3, 0, 0]",0.096938776,,,,,"[7, 5, 5, 4, 0, 0]",9.24841E-05
"[9, 5, 5, 1, 1, 0]",0.025510204,,,,,"[7, 6, 4, 4, 0, 0]",9.24841E-05
"[9, 5, 5, 2, 0, 0]",0.076530612,,,,,"[7, 6, 5, 1, 1, 1]",9.24841E-05
"[9, 6, 2, 2, 1, 1]",0.066326531,,,,,"[8, 3, 3, 3, 3, 1]",9.24841E-05
"[9, 6, 2, 2, 2, 0]",0.015306122,,,,,"[8, 5, 3, 3, 1, 1]",9.24841E-05
"[9, 6, 3, 1, 1, 1]",0.06122449,,,,,"[8, 5, 4, 4, 0, 0]",9.24841E-05
"[9, 6, 3, 2, 1, 0]",0.040816327,,,,,"[8, 5, 5, 2, 1, 0]",9.24841E-05
"[9, 6, 3, 3, 0, 0]",0.035714286,,,,,"[8, 6, 3, 2, 2, 0]",9.24841E-05
"[9, 6, 4, 1, 1, 0]",0.06122449,,,,,"[8, 6, 4, 3, 0, 0]",9.24841E-05
"[9, 6, 4, 2, 0, 0]",0.112244898,,,,,"[9, 3, 3, 3, 2, 1]",9.24841E-05
"[9, 6, 5, 1, 0, 0]",0.086734694,,,,,"[9, 4, 4, 4, 0, 0]",9.24841E-05
"[9, 6, 6, 0, 0, 0]",0.056122449,,,,,"[9, 5, 3, 3, 1, 0]",9.24841E-05
"[9, 7, 2, 1, 1, 1]",0.030612245,,,,,"[9, 6, 3, 1, 1, 1]",9.24841E-05
"[9, 7, 2, 2, 1, 0]",0.040816327,,,,,"[9, 6, 4, 1, 1, 0]",9.24841E-05
"[9, 7, 3, 1, 1, 0]",0.025510204,,,,,"[10, 7, 3, 1, 0, 0]",9.24841E-05
"[9, 7, 3, 2, 0, 0]",0.12244898,,,,,"[10, 9, 1, 1, 0, 0]",9.24841E-05
"[9, 7, 4, 1, 0, 0]",0.056122449,,,,,"[11, 5, 2, 1, 1, 1]",9.24841E-05
"[9, 7, 5, 0, 0, 0]",0.096938776,,,,,"[11, 5, 2, 2, 1, 0]",9.24841E-05
"[9, 8, 1, 1, 1, 1]",0.040816327,,,,,"[11, 6, 2, 1, 1, 0]",9.24841E-05
"[9, 8, 2, 1, 1, 0]",0.035714286,,,,,"[11, 7, 2, 1, 0, 0]",9.24841E-05
"[9, 8, 2, 2, 0, 0]",0.051020408,,,,,"[12, 3, 2, 2, 1, 1]",9.24841E-05
"[9, 8, 3, 1, 0, 0]",0.010204082,,,,,"[12, 3, 3, 1, 1, 1]",9.24841E-05
"[9, 8, 4, 0, 0, 0]",0.040816327,,,,,"[12, 4, 2, 2, 1, 0]",9.24841E-05
"[9, 9, 1, 1, 1, 0]",0.056122449,,,,,"[12, 5, 3, 1, 0, 0]",9.24841E-05
"[9, 9, 2, 1, 0, 0]",0.091836735,,,,,"[15, 4, 2, 0, 0, 0]",9.24841E-05
"[9, 9, 3, 0, 0, 0]",0.035714286,,,,,"[15, 6, 0, 0, 0, 0]",9.24841E-05
"[10, 3, 2, 2, 2, 2]",0.056122449,,,,,"[6, 6, 4, 2, 2, 1]",8.47771E-05
"[10, 3, 3, 2, 2, 1]",0.051020408,,,,,"[7, 5, 4, 4, 1, 0]",8.47771E-05
"[10, 3, 3, 3, 1, 1]",0.066326531,,,,,"[8, 6, 2, 2, 2, 1]",8.47771E-05
"[10, 3, 3, 3, 2, 0]",0.045918367,,,,,"[8, 6, 6, 1, 0, 0]",8.47771E-05
"[10, 4, 2, 2, 2, 1]",0.071428571,,,,,"[8, 7, 3, 2, 1, 0]",8.47771E-05
"[10, 4, 3, 2, 1, 1]",0.091836735,,,,,"[9, 4, 3, 3, 1, 1]",8.47771E-05
"[10, 4, 3, 2, 2, 0]",0.066326531,,,,,"[9, 6, 6, 0, 0, 0]",8.47771E-05
"[10, 4, 3, 3, 1, 0]",0.051020408,,,,,"[9, 7, 4, 1, 0, 0]",8.47771E-05
"[10, 4, 4, 1, 1, 1]",0.051020408,,,,,"[9, 9, 1, 1, 1, 0]",8.47771E-05
"[10, 4, 4, 2, 1, 0]",0.045918367,,,,,"[10, 3, 2, 2, 2, 2]",8.47771E-05
"[10, 4, 4, 3, 0, 0]",0.010204082,,,,,"[10, 5, 2, 2, 2, 0]",8.47771E-05
"[10, 5, 2, 2, 1, 1]",0.066326531,,,,,"[10, 5, 4, 2, 0, 0]",8.47771E-05
"[10, 5, 2, 2, 2, 0]",0.056122449,,,,,"[12, 5, 2, 2, 0, 0]",8.47771E-05
"[10, 5, 3, 1, 1, 1]",0.051020408,,,,,"[13, 2, 2, 2, 1, 1]",8.47771E-05
"[10, 5, 3, 2, 1, 0]",0.030612245,,,,,"[13, 3, 2, 2, 1, 0]",8.47771E-05
"[10, 5, 3, 3, 0, 0]",0.081632653,,,,,"[13, 3, 3, 1, 1, 0]",8.47771E-05
"[10, 5, 4, 1, 1, 0]",0.020408163,,,,,"[6, 5, 4, 3, 3, 0]",7.70701E-05
"[10, 5, 4, 2, 0, 0]",0.056122449,,,,,"[6, 5, 5, 2, 2, 1]",7.70701E-05
"[10, 5, 5, 1, 0, 0]",0.051020408,,,,,"[6, 6, 5, 2, 2, 0]",7.70701E-05
"[10, 6, 2, 1, 1, 1]",0.066326531,,,,,"[7, 6, 5, 2, 1, 0]",7.70701E-05
"[10, 6, 2, 2, 1, 0]",0.071428571,,,,,"[8, 6, 3, 2, 1, 1]",7.70701E-05
"[10, 6, 3, 1, 1, 0]",0.086734694,,,,,"[9, 3, 3, 2, 2, 2]",7.70701E-05
"[10, 6, 3, 2, 0, 0]",0.091836735,,,,,"[9, 8, 2, 2, 0, 0]",7.70701E-05
"[10, 6, 4, 1, 0, 0]",0.066326531,,,,,"[10, 3, 3, 2, 2, 1]",7.70701E-05
"[10, 6, 5, 0, 0, 0]",0.025510204,,,,,"[10, 4, 3, 3, 1, 0]",7.70701E-05
"[10, 7, 1, 1, 1, 1]",0.030612245,,,,,"[10, 4, 4, 1, 1, 1]",7.70701E-05
"[10, 7, 2, 1, 1, 0]",0.035714286,,,,,"[10, 5, 3, 1, 1, 1]",7.70701E-05
"[10, 7, 2, 2, 0, 0]",0.020408163,,,,,"[10, 5, 5, 1, 0, 0]",7.70701E-05
"[10, 7, 3, 1, 0, 0]",0.06122449,,,,,"[11, 3, 3, 3, 1, 0]",7.70701E-05
"[10, 7, 4, 0, 0, 0]",0.035714286,,,,,"[11, 4, 2, 2, 2, 0]",7.70701E-05
"[10, 8, 1, 1, 1, 0]",0.096938776,,,,,"[11, 4, 4, 2, 0, 0]",7.70701E-05
"[10, 8, 2, 1, 0, 0]",0.071428571,,,,,"[11, 6, 2, 2, 0, 0]",7.70701E-05
"[10, 8, 3, 0, 0, 0]",0.112244898,,,,,"[12, 5, 2, 1, 1, 0]",7.70701E-05
"[10, 9, 1, 1, 0, 0]",0.06122449,,,,,"[13, 4, 3, 1, 0, 0]",7.70701E-05
"[10, 9, 2, 0, 0, 0]",0.071428571,,,,,"[13, 6, 1, 1, 0, 0]",7.70701E-05
"[10, 10, 1, 0, 0, 0]",0.040816327,,,,,"[15, 2, 1, 1, 1, 1]",7.70701E-05
"[11, 2, 2, 2, 2, 2]",0.020408163,,,,,"[15, 3, 1, 1, 1, 0]",7.70701E-05
"[11, 3, 2, 2, 2, 1]",0.086734694,,,,,"[16, 3, 1, 1, 0, 0]",7.70701E-05
"[11, 3, 3, 2, 1, 1]",0.066326531,,,,,"[17, 2, 2, 0, 0, 0]",7.70701E-05
"[11, 3, 3, 2, 2, 0]",0.020408163,,,,,"[18, 3, 0, 0, 0, 0]",7.70701E-05
"[11, 3, 3, 3, 1, 0]",0.051020408,,,,,"[6, 5, 5, 3, 2, 0]",6.93631E-05
"[11, 4, 2, 2, 1, 1]",0.096938776,,,,,"[6, 6, 5, 3, 1, 0]",6.93631E-05
"[11, 4, 2, 2, 2, 0]",0.051020408,,,,,"[7, 7, 5, 1, 1, 0]",6.93631E-05
"[11, 4, 3, 1, 1, 1]",0.040816327,,,,,"[8, 5, 2, 2, 2, 2]",6.93631E-05
"[11, 4, 3, 2, 1, 0]",0.076530612,,,,,"[8, 8, 4, 1, 0, 0]",6.93631E-05
"[11, 4, 3, 3, 0, 0]",0.030612245,,,,,"[9, 5, 3, 2, 1, 1]",6.93631E-05
"[11, 4, 4, 1, 1, 0]",0.096938776,,,,,"[9, 5, 3, 2, 2, 0]",6.93631E-05
"[11, 4, 4, 2, 0, 0]",0.051020408,,,,,"[10, 3, 3, 3, 2, 0]",6.93631E-05
"[11, 5, 2, 1, 1, 1]",0.06122449,,,,,"[10, 4, 4, 2, 1, 0]",6.93631E-05
"[11, 5, 2, 2, 1, 0]",0.06122449,,,,,"[11, 7, 1, 1, 1, 0]",6.93631E-05
"[11, 5, 3, 1, 1, 0]",0.081632653,,,,,"[11, 8, 2, 0, 0, 0]",6.93631E-05
"[11, 5, 3, 2, 0, 0]",0.066326531,,,,,"[12, 3, 3, 3, 0, 0]",6.93631E-05
"[11, 5, 4, 1, 0, 0]",0.081632653,,,,,"[12, 4, 2, 1, 1, 1]",6.93631E-05
"[11, 5, 5, 0, 0, 0]",0.081632653,,,,,"[12, 8, 1, 0, 0, 0]",6.93631E-05
"[11, 6, 1, 1, 1, 1]",0.066326531,,,,,"[13, 4, 2, 2, 0, 0]",6.93631E-05
"[11, 6, 2, 1, 1, 0]",0.06122449,,,,,"[13, 5, 2, 1, 0, 0]",6.93631E-05
"[11, 6, 2, 2, 0, 0]",0.051020408,,,,,"[14, 3, 2, 1, 1, 0]",6.93631E-05
"[11, 6, 3, 1, 0, 0]",0.081632653,,,,,"[14, 5, 2, 0, 0, 0]",6.93631E-05
"[11, 6, 4, 0, 0, 0]",0.040816327,,,,,"[15, 2, 2, 1, 1, 0]",6.93631E-05
"[11, 7, 1, 1, 1, 0]",0.045918367,,,,,"[15, 5, 1, 0, 0, 0]",6.93631E-05
"[11, 7, 2, 1, 0, 0]",0.06122449,,,,,"[5, 5, 4, 4, 2, 1]",6.16561E-05
"[11, 7, 3, 0, 0, 0]",0.035714286,,,,,"[7, 4, 4, 4, 1, 1]",6.16561E-05
"[11, 8, 1, 1, 0, 0]",0.040816327,,,,,"[8, 7, 3, 3, 0, 0]",6.16561E-05
"[11, 8, 2, 0, 0, 0]",0.045918367,,,,,"[8, 7, 4, 1, 1, 0]",6.16561E-05
