"[6, 4, 4, 3, 2, 2]",2,,,"[8, 3, 3, 3, 2, 2]",0.033232628
"[6, 4, 4, 3, 3, 1]",2,,,"[7, 6, 6, 2, 0, 0]",0.031722054
"[6, 4, 4, 4, 2, 1]",2,,,"[5, 5, 5, 4, 2, 0]",0.02265861
"[6, 4, 4, 4, 3, 0]",2,,,"[5, 4, 4, 4, 2, 2]",0.021148036
"[6, 5, 3, 3, 2, 2]",2,,,"[7, 5, 3, 2, 2, 2]",0.00755287
"[6, 5, 3, 3, 3, 1]",2,,,"[6, 6, 3, 3, 3, 0]",0.004531722
"[6, 5, 4, 2, 2, 2]",2,,,"[7, 6, 6, 1, 1, 0]",0.004531722
"[6, 5, 4, 3, 2, 1]",2,,,"[5, 4, 3, 3, 3, 3]",0.003021148
"[6, 5, 4, 3, 3, 0]",2,,,"[5, 4, 4, 3, 3, 2]",0.003021148
"[6, 5, 4, 4, 1, 1]",2,,,"[5, 4, 4, 4, 3, 1]",0.003021148
"[6, 5, 4, 4, 2, 0]",2,,,"[5, 5, 3, 3, 3, 2]",0.003021148
"[6, 5, 5, 2, 2, 1]",2,,,"[5, 5, 4, 3, 2, 2]",0.003021148
"[6, 5, 5, 3, 1, 1]",2,,,"[5, 5, 4, 3, 3, 1]",0.003021148
"[6, 5, 5, 3, 2, 0]",2,,,"[5, 5, 4, 4, 2, 1]",0.003021148
"[6, 5, 5, 4, 1, 0]",2,,,"[5, 5, 4, 4, 3, 0]",0.003021148
"[6, 5, 5, 5, 0, 0]",214,,,"[5, 5, 5, 3, 2, 1]",0.003021148
"[6, 6, 3, 2, 2, 2]",57,,,"[5, 5, 5, 3, 3, 0]",0.003021148
"[6, 6, 3, 3, 2, 1]",2,,,"[6, 4, 3, 3, 3, 2]",0.003021148
"[6, 6, 3, 3, 3, 0]",3,,,"[6, 4, 4, 3, 2, 2]",0.003021148
"[6, 6, 4, 2, 2, 1]",2,,,"[6, 4, 4, 3, 3, 1]",0.003021148
"[6, 6, 4, 3, 1, 1]",2,,,"[6, 4, 4, 4, 2, 1]",0.003021148
"[6, 6, 4, 3, 2, 0]",2,,,"[6, 4, 4, 4, 3, 0]",0.003021148
"[6, 6, 4, 4, 1, 0]",2,,,"[6, 5, 3, 3, 2, 2]",0.003021148
"[6, 6, 5, 2, 1, 1]",2,,,"[6, 5, 3, 3, 3, 1]",0.003021148
"[6, 6, 5, 2, 2, 0]",2,,,"[6, 5, 4, 2, 2, 2]",0.003021148
"[6, 6, 5, 3, 1, 0]",2,,,"[6, 5, 4, 3, 2, 1]",0.003021148
"[6, 6, 5, 4, 0, 0]",42,,,"[6, 5, 4, 3, 3, 0]",0.003021148
"[6, 6, 6, 1, 1, 1]",249,,,"[6, 5, 4, 4, 1, 1]",0.003021148
"[6, 6, 6, 2, 1, 0]",61,,,"[6, 5, 4, 4, 2, 0]",0.003021148
"[6, 6, 6, 3, 0, 0]",146,,,"[6, 5, 5, 2, 2, 1]",0.003021148
"[7, 3, 3, 3, 3, 2]",84,,,"[6, 5, 5, 3, 1, 1]",0.003021148
"[7, 4, 3, 3, 2, 2]",2,,,"[6, 5, 5, 3, 2, 0]",0.003021148
"[7, 4, 3, 3, 3, 1]",2,,,"[6, 5, 5, 4, 1, 0]",0.003021148
"[7, 4, 4, 2, 2, 2]",34,,,"[6, 6, 3, 3, 2, 1]",0.003021148
"[7, 4, 4, 3, 2, 1]",2,,,"[6, 6, 4, 2, 2, 1]",0.003021148
"[7, 4, 4, 3, 3, 0]",2,,,"[6, 6, 4, 3, 1, 1]",0.003021148
"[7, 4, 4, 4, 1, 1]",2,,,"[6, 6, 4, 3, 2, 0]",0.003021148
"[7, 4, 4, 4, 2, 0]",2,,,"[6, 6, 4, 4, 1, 0]",0.003021148
"[7, 5, 3, 2, 2, 2]",5,,,"[6, 6, 5, 2, 1, 1]",0.003021148
"[7, 5, 3, 3, 2, 1]",2,,,"[6, 6, 5, 2, 2, 0]",0.003021148
"[7, 5, 3, 3, 3, 0]",2,,,"[6, 6, 5, 3, 1, 0]",0.003021148
"[7, 5, 4, 2, 2, 1]",2,,,"[7, 4, 3, 3, 2, 2]",0.003021148
"[7, 5, 4, 3, 1, 1]",2,,,"[7, 4, 3, 3, 3, 1]",0.003021148
"[7, 5, 4, 3, 2, 0]",2,,,"[7, 4, 4, 3, 2, 1]",0.003021148
"[7, 5, 4, 4, 1, 0]",2,,,"[7, 4, 4, 3, 3, 0]",0.003021148
"[7, 5, 5, 2, 1, 1]",2,,,"[7, 4, 4, 4, 1, 1]",0.003021148
"[7, 5, 5, 2, 2, 0]",2,,,"[7, 4, 4, 4, 2, 0]",0.003021148
"[7, 5, 5, 3, 1, 0]",2,,,"[7, 5, 3, 3, 2, 1]",0.003021148
"[7, 5, 5, 4, 0, 0]",2,,,"[7, 5, 3, 3, 3, 0]",0.003021148
"[7, 6, 2, 2, 2, 2]",160,,,"[7, 5, 4, 2, 2, 1]",0.003021148
"[7, 6, 3, 2, 2, 1]",2,,,"[7, 5, 4, 3, 1, 1]",0.003021148
"[7, 6, 3, 3, 1, 1]",2,,,"[7, 5, 4, 3, 2, 0]",0.003021148
"[7, 6, 3, 3, 2, 0]",2,,,"[7, 5, 4, 4, 1, 0]",0.003021148
"[7, 6, 4, 2, 1, 1]",2,,,"[7, 5, 5, 2, 1, 1]",0.003021148
"[7, 6, 4, 2, 2, 0]",2,,,"[7, 5, 5, 2, 2, 0]",0.003021148
"[7, 6, 4, 3, 1, 0]",2,,,"[7, 5, 5, 3, 1, 0]",0.003021148
"[7, 6, 4, 4, 0, 0]",2,,,"[7, 5, 5, 4, 0, 0]",0.003021148
"[7, 6, 5, 1, 1, 1]",2,,,"[7, 6, 3, 2, 2, 1]",0.003021148
"[7, 6, 5, 2, 1, 0]",2,,,"[7, 6, 3, 3, 1, 1]",0.003021148
"[7, 6, 5, 3, 0, 0]",2,,,"[7, 6, 3, 3, 2, 0]",0.003021148
"[7, 6, 6, 1, 1, 0]",3,,,"[7, 6, 4, 2, 1, 1]",0.003021148
"[7, 6, 6, 2, 0, 0]",21,,,"[7, 6, 4, 2, 2, 0]",0.003021148
"[7, 7, 2, 2, 2, 1]",116,,,"[7, 6, 4, 3, 1, 0]",0.003021148
"[7, 7, 3, 2, 1, 1]",23,,,"[7, 6, 4, 4, 0, 0]",0.003021148
"[7, 7, 3, 2, 2, 0]",2,,,"[7, 6, 5, 1, 1, 1]",0.003021148
"[7, 7, 3, 3, 1, 0]",2,,,"[7, 6, 5, 2, 1, 0]",0.003021148
"[7, 7, 4, 1, 1, 1]",128,,,"[7, 6, 5, 3, 0, 0]",0.003021148
"[7, 7, 4, 2, 1, 0]",2,,,"[7, 7, 3, 2, 2, 0]",0.003021148
"[7, 7, 4, 3, 0, 0]",2,,,"[7, 7, 3, 3, 1, 0]",0.003021148
"[7, 7, 5, 1, 1, 0]",2,,,"[7, 7, 4, 2, 1, 0]",0.003021148
"[7, 7, 5, 2, 0, 0]",2,,,"[7, 7, 4, 3, 0, 0]",0.003021148
"[7, 7, 6, 1, 0, 0]",2,,,"[7, 7, 5, 1, 1, 0]",0.003021148
"[7, 7, 7, 0, 0, 0]",127,,,"[7, 7, 5, 2, 0, 0]",0.003021148
"[8, 3, 3, 3, 2, 2]",22,,,"[7, 7, 6, 1, 0, 0]",0.003021148
"[8, 3, 3, 3, 3, 1]",2,,,"[8, 3, 3, 3, 3, 1]",0.003021148
"[8, 4, 3, 2, 2, 2]",2,,,"[8, 4, 3, 2, 2, 2]",0.003021148
"[8, 4, 3, 3, 2, 1]",2,,,"[8, 4, 3, 3, 2, 1]",0.003021148
"[8, 4, 3, 3, 3, 0]",2,,,"[8, 4, 3, 3, 3, 0]",0.003021148
"[8, 4, 4, 2, 2, 1]",2,,,"[8, 4, 4, 2, 2, 1]",0.003021148
"[8, 4, 4, 3, 1, 1]",2,,,"[8, 4, 4, 3, 1, 1]",0.003021148
"[8, 4, 4, 3, 2, 0]",2,,,"[8, 4, 4, 3, 2, 0]",0.003021148
"[8, 4, 4, 4, 1, 0]",2,,,"[8, 4, 4, 4, 1, 0]",0.003021148
"[8, 5, 2, 2, 2, 2]",2,,,"[8, 5, 2, 2, 2, 2]",0.003021148
"[8, 5, 3, 2, 2, 1]",2,,,"[8, 5, 3, 2, 2, 1]",0.003021148
"[8, 5, 3, 3, 1, 1]",2,,,"[8, 5, 3, 3, 1, 1]",0.003021148
"[8, 5, 3, 3, 2, 0]",2,,,"[8, 5, 3, 3, 2, 0]",0.003021148
"[8, 5, 4, 2, 1, 1]",2,,,"[8, 5, 4, 2, 1, 1]",0.003021148
"[8, 5, 4, 2, 2, 0]",2,,,"[8, 5, 4, 2, 2, 0]",0.003021148
"[8, 5, 4, 3, 1, 0]",2,,,"[8, 5, 4, 3, 1, 0]",0.003021148
"[8, 5, 4, 4, 0, 0]",2,,,"[8, 5, 4, 4, 0, 0]",0.003021148
"[8, 5, 5, 1, 1, 1]",1,,,"[8, 5, 5, 2, 1, 0]",0.003021148
"[8, 5, 5, 2, 1, 0]",2,,,"[8, 5, 5, 3, 0, 0]",0.003021148
"[8, 5, 5, 3, 0, 0]",2,,,"[8, 6, 2, 2, 2, 1]",0.003021148
"[8, 6, 2, 2, 2, 1]",2,,,"[8, 6, 3, 2, 1, 1]",0.003021148
"[8, 6, 3, 2, 1, 1]",2,,,"[8, 6, 3, 2, 2, 0]",0.003021148
"[8, 6, 3, 2, 2, 0]",2,,,"[8, 6, 4, 1, 1, 1]",0.003021148
"[8, 6, 3, 3, 1, 0]",1,,,"[8, 6, 4, 2, 1, 0]",0.003021148
"[8, 6, 4, 1, 1, 1]",2,,,"[8, 6, 4, 3, 0, 0]",0.003021148
"[8, 6, 4, 2, 1, 0]",2,,,"[8, 6, 5, 1, 1, 0]",0.003021148
"[8, 6, 4, 3, 0, 0]",2,,,"[8, 6, 5, 2, 0, 0]",0.003021148
"[8, 6, 5, 1, 1, 0]",2,,,"[8, 6, 6, 1, 0, 0]",0.003021148
"[8, 6, 5, 2, 0, 0]",2,,,"[8, 7, 2, 2, 1, 1]",0.003021148
"[8, 6, 6, 1, 0, 0]",2,,,"[8, 7, 2, 2, 2, 0]",0.003021148
"[8, 7, 2, 2, 1, 1]",2,,,"[8, 7, 3, 1, 1, 1]",0.003021148
"[8, 7, 2, 2, 2, 0]",2,,,"[8, 7, 3, 2, 1, 0]",0.003021148
"[8, 7, 3, 1, 1, 1]",2,,,"[8, 7, 3, 3, 0, 0]",0.003021148
"[8, 7, 3, 2, 1, 0]",2,,,"[8, 7, 4, 1, 1, 0]",0.003021148
"[8, 7, 3, 3, 0, 0]",2,,,"[8, 7, 4, 2, 0, 0]",0.003021148
"[8, 7, 4, 1, 1, 0]",2,,,"[8, 7, 5, 1, 0, 0]",0.003021148
"[8, 7, 4, 2, 0, 0]",2,,,"[8, 7, 6, 0, 0, 0]",0.003021148
"[8, 7, 5, 1, 0, 0]",2,,,"[8, 8, 2, 1, 1, 1]",0.003021148
"[8, 7, 6, 0, 0, 0]",2,,,"[8, 8, 2, 2, 1, 0]",0.003021148
"[8, 8, 2, 1, 1, 1]",2,,,"[8, 8, 3, 1, 1, 0]",0.003021148
"[8, 8, 2, 2, 1, 0]",2,,,"[8, 8, 3, 2, 0, 0]",0.003021148
"[8, 8, 3, 1, 1, 0]",2,,,"[8, 8, 4, 1, 0, 0]",0.003021148
"[8, 8, 3, 2, 0, 0]",2,,,"[8, 8, 5, 0, 0, 0]",0.003021148
"[8, 8, 4, 1, 0, 0]",2,,,"[9, 3, 3, 2, 2, 2]",0.003021148
"[8, 8, 5, 0, 0, 0]",2,,,"[9, 3, 3, 3, 2, 1]",0.003021148
"[9, 3, 3, 2, 2, 2]",2,,,"[9, 3, 3, 3, 3, 0]",0.003021148
"[9, 3, 3, 3, 2, 1]",2,,,"[9, 4, 2, 2, 2, 2]",0.003021148
"[9, 3, 3, 3, 3, 0]",2,,,"[9, 4, 3, 2, 2, 1]",0.003021148
"[9, 4, 2, 2, 2, 2]",2,,,"[9, 4, 3, 3, 1, 1]",0.003021148
"[9, 4, 3, 2, 2, 1]",2,,,"[9, 4, 3, 3, 2, 0]",0.003021148
"[9, 4, 3, 3, 1, 1]",2,,,"[9, 4, 4, 2, 2, 0]",0.003021148
"[9, 4, 3, 3, 2, 0]",2,,,"[9, 4, 4, 3, 1, 0]",0.003021148
"[9, 4, 4, 2, 1, 1]",1,,,"[9, 4, 4, 4, 0, 0]",0.003021148
"[9, 4, 4, 2, 2, 0]",2,,,"[9, 5, 2, 2, 2, 1]",0.003021148
"[9, 4, 4, 3, 1, 0]",2,,,"[9, 5, 3, 2, 1, 1]",0.003021148
"[9, 4, 4, 4, 0, 0]",2,,,"[9, 5, 3, 2, 2, 0]",0.003021148
"[9, 5, 2, 2, 2, 1]",2,,,"[9, 5, 3, 3, 1, 0]",0.003021148
"[9, 5, 3, 2, 1, 1]",2,,,"[9, 5, 4, 1, 1, 1]",0.003021148
"[9, 5, 3, 2, 2, 0]",2,,,"[9, 5, 4, 2, 1, 0]",0.003021148
"[9, 5, 3, 3, 1, 0]",2,,,"[9, 5, 4, 3, 0, 0]",0.003021148
"[9, 5, 4, 1, 1, 1]",2,,,"[9, 5, 5, 1, 1, 0]",0.003021148
"[9, 5, 4, 2, 1, 0]",2,,,"[9, 5, 5, 2, 0, 0]",0.003021148
"[9, 5, 4, 3, 0, 0]",2,,,"[9, 6, 2, 2, 1, 1]",0.003021148
"[9, 5, 5, 1, 1, 0]",2,,,"[9, 6, 3, 1, 1, 1]",0.003021148
"[9, 5, 5, 2, 0, 0]",2,,,"[9, 6, 3, 2, 1, 0]",0.003021148
"[9, 6, 2, 2, 1, 1]",2,,,"[9, 6, 3, 3, 0, 0]",0.003021148
"[9, 6, 2, 2, 2, 0]",1,,,"[9, 6, 4, 1, 1, 0]",0.003021148
"[9, 6, 3, 1, 1, 1]",2,,,"[9, 6, 4, 2, 0, 0]",0.003021148
"[9, 6, 3, 2, 1, 0]",2,,,"[9, 6, 5, 1, 0, 0]",0.003021148
"[9, 6, 3, 3, 0, 0]",2,,,"[9, 6, 6, 0, 0, 0]",0.003021148
"[9, 6, 4, 1, 1, 0]",2,,,"[9, 7, 2, 1, 1, 1]",0.003021148
"[9, 6, 4, 2, 0, 0]",2,,,"[9, 7, 2, 2, 1, 0]",0.003021148
"[9, 6, 5, 1, 0, 0]",2,,,"[9, 7, 3, 2, 0, 0]",0.003021148
"[9, 6, 6, 0, 0, 0]",2,,,"[9, 7, 4, 1, 0, 0]",0.003021148
"[9, 7, 2, 1, 1, 1]",2,,,"[9, 7, 5, 0, 0, 0]",0.003021148
"[9, 7, 2, 2, 1, 0]",2,,,"[9, 8, 1, 1, 1, 1]",0.003021148
"[9, 7, 3, 1, 1, 0]",1,,,"[9, 8, 2, 1, 1, 0]",0.003021148
"[9, 7, 3, 2, 0, 0]",2,,,"[9, 8, 2, 2, 0, 0]",0.003021148
"[9, 7, 4, 1, 0, 0]",2,,,"[9, 8, 3, 1, 0, 0]",0.003021148
"[9, 7, 5, 0, 0, 0]",2,,,"[9, 8, 4, 0, 0, 0]",0.003021148
"[9, 8, 1, 1, 1, 1]",2,,,"[9, 9, 1, 1, 1, 0]",0.003021148
"[9, 8, 2, 1, 1, 0]",2,,,"[9, 9, 2, 1, 0, 0]",0.003021148
"[9, 8, 2, 2, 0, 0]",2,,,"[9, 9, 3, 0, 0, 0]",0.003021148
"[9, 8, 3, 1, 0, 0]",2,,,"[10, 3, 2, 2, 2, 2]",0.003021148
"[9, 8, 4, 0, 0, 0]",2,,,"[10, 3, 3, 2, 2, 1]",0.003021148
"[9, 9, 1, 1, 1, 0]",2,,,"[10, 3, 3, 3, 1, 1]",0.003021148
"[9, 9, 2, 1, 0, 0]",2,,,"[10, 3, 3, 3, 2, 0]",0.003021148
"[9, 9, 3, 0, 0, 0]",2,,,"[10, 4, 2, 2, 2, 1]",0.003021148
"[10, 3, 2, 2, 2, 2]",2,,,"[10, 4, 3, 2, 1, 1]",0.003021148
"[10, 3, 3, 2, 2, 1]",2,,,"[10, 4, 3, 2, 2, 0]",0.003021148
"[10, 3, 3, 3, 1, 1]",2,,,"[10, 4, 3, 3, 1, 0]",0.003021148
"[10, 3, 3, 3, 2, 0]",2,,,"[10, 4, 4, 1, 1, 1]",0.003021148
"[10, 4, 2, 2, 2, 1]",2,,,"[10, 4, 4, 2, 1, 0]",0.003021148
"[10, 4, 3, 2, 1, 1]",2,,,"[10, 5, 2, 2, 1, 1]",0.003021148
"[10, 4, 3, 2, 2, 0]",2,,,"[10, 5, 2, 2, 2, 0]",0.003021148
"[10, 4, 3, 3, 1, 0]",2,,,"[10, 5, 3, 1, 1, 1]",0.003021148
"[10, 4, 4, 1, 1, 1]",2,,,"[10, 5, 3, 2, 1, 0]",0.003021148
"[10, 4, 4, 2, 1, 0]",2,,,"[10, 5, 3, 3, 0, 0]",0.003021148
"[10, 4, 4, 3, 0, 0]",1,,,"[10, 5, 4, 1, 1, 0]",0.003021148
"[10, 5, 2, 2, 1, 1]",2,,,"[10, 5, 4, 2, 0, 0]",0.003021148
"[10, 5, 2, 2, 2, 0]",2,,,"[10, 5, 5, 1, 0, 0]",0.003021148
"[10, 5, 3, 1, 1, 1]",2,,,"[10, 6, 2, 1, 1, 1]",0.003021148
"[10, 5, 3, 2, 1, 0]",2,,,"[10, 6, 2, 2, 1, 0]",0.003021148
"[10, 5, 3, 3, 0, 0]",2,,,"[10, 6, 3, 1, 1, 0]",0.003021148
"[10, 5, 4, 1, 1, 0]",2,,,"[10, 6, 3, 2, 0, 0]",0.003021148
"[10, 5, 4, 2, 0, 0]",2,,,"[10, 6, 4, 1, 0, 0]",0.003021148
"[10, 5, 5, 1, 0, 0]",2,,,"[10, 6, 5, 0, 0, 0]",0.003021148
"[10, 6, 2, 1, 1, 1]",2,,,"[10, 7, 1, 1, 1, 1]",0.003021148
"[10, 6, 2, 2, 1, 0]",2,,,"[10, 7, 2, 1, 1, 0]",0.003021148
"[10, 6, 3, 1, 1, 0]",2,,,"[10, 7, 2, 2, 0, 0]",0.003021148
"[10, 6, 3, 2, 0, 0]",2,,,"[10, 7, 3, 1, 0, 0]",0.003021148
"[10, 6, 4, 1, 0, 0]",2,,,"[10, 7, 4, 0, 0, 0]",0.003021148
"[10, 6, 5, 0, 0, 0]",2,,,"[10, 8, 1, 1, 1, 0]",0.003021148
"[10, 7, 1, 1, 1, 1]",2,,,"[10, 8, 2, 1, 0, 0]",0.003021148
"[10, 7, 2, 1, 1, 0]",2,,,"[10, 8, 3, 0, 0, 0]",0.003021148
"[10, 7, 2, 2, 0, 0]",2,,,"[10, 9, 1, 1, 0, 0]",0.003021148
"[10, 7, 3, 1, 0, 0]",2,,,"[10, 9, 2, 0, 0, 0]",0.003021148
"[10, 7, 4, 0, 0, 0]",2,,,"[10, 10, 1, 0, 0, 0]",0.003021148
"[10, 8, 1, 1, 1, 0]",2,,,"[11, 2, 2, 2, 2, 2]",0.003021148
"[10, 8, 2, 1, 0, 0]",2,,,"[11, 3, 2, 2, 2, 1]",0.003021148
"[10, 8, 3, 0, 0, 0]",2,,,"[11, 3, 3, 2, 1, 1]",0.003021148
"[10, 9, 1, 1, 0, 0]",2,,,"[11, 3, 3, 2, 2, 0]",0.003021148
"[10, 9, 2, 0, 0, 0]",2,,,"[11, 3, 3, 3, 1, 0]",0.003021148
"[10, 10, 1, 0, 0, 0]",2,,,"[11, 4, 2, 2, 1, 1]",0.003021148
"[11, 2, 2, 2, 2, 2]",2,,,"[11, 4, 2, 2, 2, 0]",0.003021148
"[11, 3, 2, 2, 2, 1]",2,,,"[11, 4, 3, 1, 1, 1]",0.003021148
"[11, 3, 3, 2, 1, 1]",2,,,"[11, 4, 3, 2, 1, 0]",0.003021148
"[11, 3, 3, 2, 2, 0]",2,,,"[11, 4, 3, 3, 0, 0]",0.003021148
"[11, 3, 3, 3, 1, 0]",2,,,"[11, 4, 4, 1, 1, 0]",0.003021148
"[11, 4, 2, 2, 1, 1]",2,,,"[11, 4, 4, 2, 0, 0]",0.003021148
"[11, 4, 2, 2, 2, 0]",2,,,"[11, 5, 2, 1, 1, 1]",0.003021148
"[11, 4, 3, 1, 1, 1]",2,,,"[11, 5, 2, 2, 1, 0]",0.003021148
"[11, 4, 3, 2, 1, 0]",2,,,"[11, 5, 3, 1, 1, 0]",0.003021148
"[11, 4, 3, 3, 0, 0]",2,,,"[11, 5, 3, 2, 0, 0]",0.003021148
"[11, 4, 4, 1, 1, 0]",2,,,"[11, 5, 4, 1, 0, 0]",0.003021148
"[11, 4, 4, 2, 0, 0]",2,,,"[11, 5, 5, 0, 0, 0]",0.003021148
"[11, 5, 2, 1, 1, 1]",2,,,"[11, 6, 1, 1, 1, 1]",0.003021148
"[11, 5, 2, 2, 1, 0]",2,,,"[11, 6, 2, 1, 1, 0]",0.003021148
"[11, 5, 3, 1, 1, 0]",2,,,"[11, 6, 2, 2, 0, 0]",0.003021148
"[11, 5, 3, 2, 0, 0]",2,,,"[11, 6, 3, 1, 0, 0]",0.003021148
"[11, 5, 4, 1, 0, 0]",2,,,"[11, 7, 1, 1, 1, 0]",0.003021148
"[11, 5, 5, 0, 0, 0]",2,,,"[11, 7, 2, 1, 0, 0]",0.003021148
"[11, 6, 1, 1, 1, 1]",2,,,"[11, 7, 3, 0, 0, 0]",0.003021148
"[11, 6, 2, 1, 1, 0]",2,,,"[11, 8, 1, 1, 0, 0]",0.003021148
"[11, 6, 2, 2, 0, 0]",2,,,"[11, 8, 2, 0, 0, 0]",0.003021148
"[11, 6, 3, 1, 0, 0]",2,,,"[11, 9, 1, 0, 0, 0]",0.003021148
"[11, 6, 4, 0, 0, 0]",1,,,"[11, 10, 0, 0, 0, 0]",0.003021148
"[11, 7, 1, 1, 1, 0]",2,,,"[12, 2, 2, 2, 2, 1]",0.003021148
"[11, 7, 2, 1, 0, 0]",2,,,"[12, 3, 2, 2, 1, 1]",0.003021148
"[11, 7, 3, 0, 0, 0]",2,,,"[12, 3, 2, 2, 2, 0]",0.003021148
"[11, 8, 1, 1, 0, 0]",2,,,"[12, 3, 3, 1, 1, 1]",0.003021148
"[11, 8, 2, 0, 0, 0]",2,,,"[12, 3, 3, 2, 1, 0]",0.003021148
"[11, 9, 1, 0, 0, 0]",2,,,"[12, 3, 3, 3, 0, 0]",0.003021148
"[11, 10, 0, 0, 0, 0]",2,,,"[12, 4, 2, 1, 1, 1]",0.003021148
"[12, 2, 2, 2, 2, 1]",2,,,"[12, 4, 2, 2, 1, 0]",0.003021148
"[12, 3, 2, 2, 1, 1]",2,,,"[12, 4, 3, 1, 1, 0]",0.003021148
"[12, 3, 2, 2, 2, 0]",2,,,"[12, 4, 3, 2, 0, 0]",0.003021148
"[12, 3, 3, 1, 1, 1]",2,,,"[12, 5, 1, 1, 1, 1]",0.003021148
"[12, 3, 3, 2, 1, 0]",2,,,"[12, 5, 2, 1, 1, 0]",0.003021148
"[12, 3, 3, 3, 0, 0]",2,,,"[12, 5, 2, 2, 0, 0]",0.003021148
"[12, 4, 2, 1, 1, 1]",2,,,"[12, 5, 3, 1, 0, 0]",0.003021148
"[12, 4, 2, 2, 1, 0]",2,,,"[12, 5, 4, 0, 0, 0]",0.003021148
"[12, 4, 3, 1, 1, 0]",2,,,"[12, 6, 1, 1, 1, 0]",0.003021148
"[12, 4, 3, 2, 0, 0]",2,,,"[12, 6, 2, 1, 0, 0]",0.003021148
"[12, 4, 4, 1, 0, 0]",1,,,"[12, 6, 3, 0, 0, 0]",0.003021148
"[12, 5, 1, 1, 1, 1]",2,,,"[12, 7, 1, 1, 0, 0]",0.003021148
"[12, 5, 2, 1, 1, 0]",2,,,"[12, 7, 2, 0, 0, 0]",0.003021148
"[12, 5, 2, 2, 0, 0]",2,,,"[12, 8, 1, 0, 0, 0]",0.003021148
"[12, 5, 3, 1, 0, 0]",2,,,"[12, 9, 0, 0, 0, 0]",0.003021148
"[12, 5, 4, 0, 0, 0]",2,,,"[13, 2, 2, 2, 1, 1]",0.003021148
"[12, 6, 1, 1, 1, 0]",2,,,"[13, 3, 2, 1, 1, 1]",0.003021148
"[12, 6, 2, 1, 0, 0]",2,,,"[13, 3, 2, 2, 1, 0]",0.003021148
"[12, 6, 3, 0, 0, 0]",2,,,"[13, 3, 3, 1, 1, 0]",0.003021148
"[12, 7, 1, 1, 0, 0]",2,,,"[13, 4, 1, 1, 1, 1]",0.003021148
"[12, 7, 2, 0, 0, 0]",2,,,"[13, 4, 2, 1, 1, 0]",0.003021148
"[12, 8, 1, 0, 0, 0]",2,,,"[13, 4, 2, 2, 0, 0]",0.003021148
"[12, 9, 0, 0, 0, 0]",2,,,"[13, 4, 3, 1, 0, 0]",0.003021148
"[13, 2, 2, 2, 1, 1]",2,,,"[13, 4, 4, 0, 0, 0]",0.003021148
"[13, 2, 2, 2, 2, 0]",1,,,"[13, 5, 1, 1, 1, 0]",0.003021148
"[13, 3, 2, 1, 1, 1]",2,,,"[13, 5, 2, 1, 0, 0]",0.003021148
"[13, 3, 2, 2, 1, 0]",2,,,"[13, 6, 1, 1, 0, 0]",0.003021148
"[13, 3, 3, 1, 1, 0]",2,,,"[13, 6, 2, 0, 0, 0]",0.003021148
"[13, 3, 3, 2, 0, 0]",1,,,"[13, 7, 1, 0, 0, 0]",0.003021148
"[13, 4, 1, 1, 1, 1]",2,,,"[14, 2, 2, 1, 1, 1]",0.003021148
"[13, 4, 2, 1, 1, 0]",2,,,"[14, 2, 2, 2, 1, 0]",0.003021148
"[13, 4, 2, 2, 0, 0]",2,,,"[14, 3, 1, 1, 1, 1]",0.003021148
