"[9, 7, 2, 1, 1, 1]",3
"[9, 7, 2, 2, 1, 0]",3
"[9, 7, 3, 1, 1, 0]",3
"[9, 7, 3, 2, 0, 0]",3
"[9, 8, 2, 2, 0, 0]",3
"[9, 9, 1, 1, 1, 0]",3
"[9, 9, 2, 1, 0, 0]",3
"[10, 3, 3, 2, 2, 1]",3
"[10, 3, 3, 3, 1, 1]",3
"[10, 3, 3, 3, 2, 0]",3
"[10, 4, 2, 2, 2, 1]",3
"[10, 4, 4, 1, 1, 1]",3
"[10, 4, 4, 2, 1, 0]",3
"[10, 5, 2, 2, 2, 0]",3
"[10, 5, 3, 1, 1, 1]",3
"[10, 5, 3, 3, 0, 0]",3
"[10, 5, 4, 1, 1, 0]",3
"[10, 5, 4, 2, 0, 0]",3
"[10, 5, 5, 1, 0, 0]",3
"[10, 6, 2, 1, 1, 1]",3
"[10, 6, 3, 1, 1, 0]",3
"[10, 6, 4, 1, 0, 0]",3
"[10, 6, 5, 0, 0, 0]",3
"[10, 7, 2, 1, 1, 0]",3
"[10, 7, 2, 2, 0, 0]",3
"[10, 7, 3, 1, 0, 0]",3
"[10, 7, 4, 0, 0, 0]",3
"[10, 8, 3, 0, 0, 0]",3
"[11, 3, 2, 2, 2, 1]",3
"[11, 3, 3, 2, 1, 1]",3
"[11, 4, 3, 1, 1, 1]",3
"[11, 6, 1, 1, 1, 1]",3
"[11, 6, 2, 2, 0, 0]",3
"[11, 8, 2, 0, 0, 0]",3
"[12, 2, 2, 2, 2, 1]",3
"[12, 3, 3, 1, 1, 1]",3
"[12, 3, 3, 3, 0, 0]",3
"[12, 4, 2, 2, 1, 0]",3
"[12, 4, 4, 1, 0, 0]",3
"[12, 5, 1, 1, 1, 1]",3
"[12, 5, 4, 0, 0, 0]",3
"[12, 6, 1, 1, 1, 0]",3
"[12, 7, 1, 1, 0, 0]",3
"[12, 7, 2, 0, 0, 0]",3
"[13, 4, 2, 2, 0, 0]",3
"[14, 4, 1, 1, 1, 0]",3
"[14, 6, 1, 0, 0, 0]",3
"[15, 3, 2, 1, 0, 0]",3
"[16, 2, 1, 1, 1, 0]",3
"[17, 2, 1, 1, 0, 0]",3
"[9, 6, 3, 2, 1, 0]",2
"[9, 8, 1, 1, 1, 1]",2
"[9, 8, 2, 1, 1, 0]",2
"[9, 8, 3, 1, 0, 0]",2
"[9, 9, 3, 0, 0, 0]",2
"[10, 3, 2, 2, 2, 2]",2
"[10, 4, 3, 2, 2, 0]",2
"[10, 4, 3, 3, 1, 0]",2
"[10, 4, 4, 3, 0, 0]",2
"[10, 5, 2, 2, 1, 1]",2
"[10, 6, 3, 2, 0, 0]",2
"[10, 7, 1, 1, 1, 1]",2
"[10, 8, 1, 1, 1, 0]",2
"[10, 8, 2, 1, 0, 0]",2
"[10, 9, 1, 1, 0, 0]",2
"[10, 9, 2, 0, 0, 0]",2
"[10, 10, 1, 0, 0, 0]",2
"[11, 2, 2, 2, 2, 2]",2
"[11, 3, 3, 2, 2, 0]",2
"[11, 3, 3, 3, 1, 0]",2
"[11, 4, 2, 2, 1, 1]",2
"[11, 4, 2, 2, 2, 0]",2
"[11, 4, 3, 2, 1, 0]",2
"[11, 4, 3, 3, 0, 0]",2
"[11, 4, 4, 1, 1, 0]",2
"[11, 4, 4, 2, 0, 0]",2
"[11, 5, 2, 1, 1, 1]",2
"[11, 5, 2, 2, 1, 0]",2
"[11, 5, 3, 2, 0, 0]",2
"[11, 5, 4, 1, 0, 0]",2
"[11, 5, 5, 0, 0, 0]",2
"[11, 6, 2, 1, 1, 0]",2
"[11, 6, 4, 0, 0, 0]",2
"[11, 7, 1, 1, 1, 0]",2
"[11, 7, 2, 1, 0, 0]",2
"[11, 7, 3, 0, 0, 0]",2
"[11, 8, 1, 1, 0, 0]",2
"[12, 3, 2, 2, 1, 1]",2
"[12, 3, 2, 2, 2, 0]",2
"[12, 4, 2, 1, 1, 1]",2
"[12, 4, 3, 1, 1, 0]",2
"[12, 4, 3, 2, 0, 0]",2
"[12, 5, 2, 1, 1, 0]",2
"[12, 5, 2, 2, 0, 0]",2
"[12, 5, 3, 1, 0, 0]",2
"[12, 6, 2, 1, 0, 0]",2
"[12, 6, 3, 0, 0, 0]",2
"[12, 8, 1, 0, 0, 0]",2
"[13, 2, 2, 2, 1, 1]",2
"[13, 2, 2, 2, 2, 0]",2
"[13, 3, 2, 1, 1, 1]",2
"[13, 3, 2, 2, 1, 0]",2
"[13, 3, 3, 1, 1, 0]",2
"[13, 3, 3, 2, 0, 0]",2
"[13, 4, 1, 1, 1, 1]",2
"[13, 4, 2, 1, 1, 0]",2
"[13, 4, 3, 1, 0, 0]",2
"[13, 4, 4, 0, 0, 0]",2
"[13, 5, 1, 1, 1, 0]",2
"[13, 5, 2, 1, 0, 0]",2
"[13, 5, 3, 0, 0, 0]",2
"[13, 6, 2, 0, 0, 0]",2
"[13, 7, 1, 0, 0, 0]",2
"[14, 2, 2, 2, 1, 0]",2
"[14, 3, 2, 1, 1, 0]",2
"[14, 3, 2, 2, 0, 0]",2
"[14, 3, 3, 1, 0, 0]",2
"[14, 4, 2, 1, 0, 0]",2
"[14, 4, 3, 0, 0, 0]",2
"[14, 5, 1, 1, 0, 0]",2
"[14, 5, 2, 0, 0, 0]",2
"[15, 2, 2, 1, 1, 0]",2
"[15, 2, 2, 2, 0, 0]",2
"[15, 3, 1, 1, 1, 0]",2
"[15, 3, 3, 0, 0, 0]",2
"[15, 4, 1, 1, 0, 0]",2
"[15, 4, 2, 0, 0, 0]",2
"[15, 5, 1, 0, 0, 0]",2
"[16, 1, 1, 1, 1, 1]",2
"[16, 2, 2, 1, 0, 0]",2
"[16, 3, 1, 1, 0, 0]",2
"[16, 3, 2, 0, 0, 0]",2
"[16, 4, 1, 0, 0, 0]",2
"[17, 1, 1, 1, 1, 0]",2
"[17, 2, 2, 0, 0, 0]",2
"[18, 1, 1, 1, 0, 0]",2
