Matchup	Value
[10, 9, 2, 0, 0, 0]	+5
[10, 10, 1, 0, 0, 0]	+8
[11, 2, 2, 2, 2, 2]	-16
[11, 3, 2, 2, 2, 1]	-12
[11, 3, 3, 2, 1, 1]	-8
[11, 3, 3, 2, 2, 0]	-8
[11, 3, 3, 3, 1, 0]	-4
[11, 4, 2, 2, 1, 1]	-8
[11, 4, 2, 2, 2, 0]	-8
[11, 4, 3, 1, 1, 1]	-4
[11, 4, 3, 2, 1, 0]	-4
[11, 4, 3, 3, 0, 0]	+0
[11, 4, 4, 1, 1, 0]	+0
[11, 4, 4, 2, 0, 0]	+0
[11, 5, 2, 1, 1, 1]	-4
[11, 5, 2, 2, 1, 0]	-4
[11, 5, 3, 1, 1, 0]	+0
[11, 5, 3, 2, 0, 0]	+0
[11, 5, 4, 1, 0, 0]	+4
[11, 5, 5, 0, 0, 0]	+8
[11, 6, 1, 1, 1, 1]	+0
[11, 6, 2, 1, 1, 0]	+0
[11, 6, 2, 2, 0, 0]	+0
[11, 6, 3, 1, 0, 0]	+4
[11, 6, 4, 0, 0, 0]	+8
[11, 7, 1, 1, 1, 0]	+4
[11, 7, 2, 1, 0, 0]	+4
[11, 7, 3, 0, 0, 0]	+8
[11, 8, 1, 1, 0, 0]	+7
[11, 8, 2, 0, 0, 0]	+7
[11, 9, 1, 0, 0, 0]	+9
[11, 10, 0, 0, 0, 0]	+12
[12, 2, 2, 2, 2, 1]	-12
[12, 3, 2, 2, 1, 1]	-8
[12, 3, 2, 2, 2, 0]	-8
[12, 3, 3, 1, 1, 1]	-4
[12, 3, 3, 2, 1, 0]	-4
[12, 3, 3, 3, 0, 0]	+0
[12, 4, 2, 1, 1, 1]	-4
[12, 4, 2, 2, 1, 0]	-4
[12, 4, 3, 1, 1, 0]	+0
[12, 4, 3, 2, 0, 0]	+0
[12, 4, 4, 1, 0, 0]	+4
[12, 5, 1, 1, 1, 1]	+0
[12, 5, 2, 1, 1, 0]	+0
[12, 5, 2, 2, 0, 0]	+0
[12, 5, 3, 1, 0, 0]	+4
[12, 5, 4, 0, 0, 0]	+8
[12, 6, 1, 1, 1, 0]	+4
[12, 6, 2, 1, 0, 0]	+4
[12, 6, 3, 0, 0, 0]	+8
[12, 7, 1, 1, 0, 0]	+8
[12, 7, 2, 0, 0, 0]	+8
[12, 8, 1, 0, 0, 0]	+11
[12, 9, 0, 0, 0, 0]	+13
[13, 2, 2, 2, 1, 1]	-8
[13, 2, 2, 2, 2, 0]	-8
[13, 3, 2, 1, 1, 1]	-4
[13, 3, 2, 2, 1, 0]	-4
[13, 3, 3, 1, 1, 0]	+0
[13, 3, 3, 2, 0, 0]	+0
[13, 4, 1, 1, 1, 1]	+0
[13, 4, 2, 1, 1, 0]	+0
[13, 4, 2, 2, 0, 0]	+0
[13, 4, 3, 1, 0, 0]	+4
[13, 4, 4, 0, 0, 0]	+8
[13, 5, 1, 1, 1, 0]	+4
[13, 5, 2, 1, 0, 0]	+4
[13, 5, 3, 0, 0, 0]	+8
[13, 6, 1, 1, 0, 0]	+8
[13, 6, 2, 0, 0, 0]	+8
[13, 7, 1, 0, 0, 0]	+12
[13, 8, 0, 0, 0, 0]	+15
[14, 2, 2, 1, 1, 1]	-4
[14, 2, 2, 2, 1, 0]	-4
[14, 3, 1, 1, 1, 1]	+0
[14, 3, 2, 1, 1, 0]	+0
[14, 3, 2, 2, 0, 0]	+0
[14, 3, 3, 1, 0, 0]	+4
[14, 4, 1, 1, 1, 0]	+4
[14, 4, 2, 1, 0, 0]	+4
[14, 4, 3, 0, 0, 0]	+8
[14, 5, 1, 1, 0, 0]	+8
[14, 5, 2, 0, 0, 0]	+8
[14, 6, 1, 0, 0, 0]	+12
[14, 7, 0, 0, 0, 0]	+16
[15, 2, 1, 1, 1, 1]	+0
[15, 2, 2, 1, 1, 0]	+0
[15, 2, 2, 2, 0, 0]	+0
[15, 3, 1, 1, 1, 0]	+4
[15, 3, 2, 1, 0, 0]	+4
[15, 3, 3, 0, 0, 0]	+8
[15, 4, 1, 1, 0, 0]	+8
[15, 4, 2, 0, 0, 0]	+8
[15, 5, 1, 0, 0, 0]	+12
[15, 6, 0, 0, 0, 0]	+16
[16, 1, 1, 1, 1, 1]	+4
[16, 2, 1, 1, 1, 0]	+4
[16, 2, 2, 1, 0, 0]	+4
[16, 3, 1, 1, 0, 0]	+8
[16, 3, 2, 0, 0, 0]	+8
[16, 4, 1, 0, 0, 0]	+12
[16, 5, 0, 0, 0, 0]	+16
[17, 1, 1, 1, 1, 0]	+8
[17, 2, 1, 1, 0, 0]	+8
[17, 2, 2, 0, 0, 0]	+8
[17, 3, 1, 0, 0, 0]	+12
[17, 4, 0, 0, 0, 0]	+16
[18, 1, 1, 1, 0, 0]	+12
[18, 2, 1, 0, 0, 0]	+12
[18, 3, 0, 0, 0, 0]	+16
[19, 1, 1, 0, 0, 0]	+16
[19, 2, 0, 0, 0, 0]	+16
[20, 1, 0, 0, 0, 0]	+20
[21, 0, 0, 0, 0, 0]	+24
