Matchup	Value
[11, 7, 3, 0, 0, 0]	-3
[11, 8, 1, 1, 0, 0]	-6
[11, 8, 2, 0, 0, 0]	-3
[11, 9, 1, 0, 0, 0]	-1
[11, 10, 0, 0, 0, 0]	+4
[12, 2, 2, 2, 2, 1]	-22
[12, 3, 2, 2, 1, 1]	-20
[12, 3, 2, 2, 2, 0]	-17
[12, 3, 3, 1, 1, 1]	-18
[12, 3, 3, 2, 1, 0]	-15
[12, 3, 3, 3, 0, 0]	-10
[12, 4, 2, 1, 1, 1]	-18
[12, 4, 2, 2, 1, 0]	-15
[12, 4, 3, 1, 1, 0]	-13
[12, 4, 3, 2, 0, 0]	-10
[12, 4, 4, 1, 0, 0]	-8
[12, 5, 1, 1, 1, 1]	-16
[12, 5, 2, 1, 1, 0]	-13
[12, 5, 2, 2, 0, 0]	-10
[12, 5, 3, 1, 0, 0]	-8
[12, 5, 4, 0, 0, 0]	-3
[12, 6, 1, 1, 1, 0]	-11
[12, 6, 2, 1, 0, 0]	-8
[12, 6, 3, 0, 0, 0]	-3
[12, 7, 1, 1, 0, 0]	-6
[12, 7, 2, 0, 0, 0]	-3
[12, 8, 1, 0, 0, 0]	-1
[12, 9, 0, 0, 0, 0]	+4
[13, 2, 2, 2, 1, 1]	-20
[13, 2, 2, 2, 2, 0]	-17
[13, 3, 2, 1, 1, 1]	-18
[13, 3, 2, 2, 1, 0]	-15
[13, 3, 3, 1, 1, 0]	-13
[13, 3, 3, 2, 0, 0]	-10
[13, 4, 1, 1, 1, 1]	-16
[13, 4, 2, 1, 1, 0]	-13
[13, 4, 2, 2, 0, 0]	-10
[13, 4, 3, 1, 0, 0]	-8
[13, 4, 4, 0, 0, 0]	-3
[13, 5, 1, 1, 1, 0]	-11
[13, 5, 2, 1, 0, 0]	-8
[13, 5, 3, 0, 0, 0]	-3
[13, 6, 1, 1, 0, 0]	-6
[13, 6, 2, 0, 0, 0]	-3
[13, 7, 1, 0, 0, 0]	-1
[13, 8, 0, 0, 0, 0]	+4
[14, 2, 2, 1, 1, 1]	-18
[14, 2, 2, 2, 1, 0]	-15
[14, 3, 1, 1, 1, 1]	-16
[14, 3, 2, 1, 1, 0]	-13
[14, 3, 2, 2, 0, 0]	-10
[14, 3, 3, 1, 0, 0]	-8
[14, 4, 1, 1, 1, 0]	-11
[14, 4, 2, 1, 0, 0]	-8
[14, 4, 3, 0, 0, 0]	-3
[14, 5, 1, 1, 0, 0]	-6
[14, 5, 2, 0, 0, 0]	-3
[14, 6, 1, 0, 0, 0]	-1
[14, 7, 0, 0, 0, 0]	+4
[15, 2, 1, 1, 1, 1]	-16
[15, 2, 2, 1, 1, 0]	-13
[15, 2, 2, 2, 0, 0]	-10
[15, 3, 1, 1, 1, 0]	-11
[15, 3, 2, 1, 0, 0]	-8
[15, 3, 3, 0, 0, 0]	-3
[15, 4, 1, 1, 0, 0]	-6
[15, 4, 2, 0, 0, 0]	-3
[15, 5, 1, 0, 0, 0]	-1
[15, 6, 0, 0, 0, 0]	+4
[16, 1, 1, 1, 1, 1]	-14
[16, 2, 1, 1, 1, 0]	-11
[16, 2, 2, 1, 0, 0]	-8
[16, 3, 1, 1, 0, 0]	-6
[16, 3, 2, 0, 0, 0]	-3
[16, 4, 1, 0, 0, 0]	-1
[16, 5, 0, 0, 0, 0]	+4
[17, 1, 1, 1, 1, 0]	-9
[17, 2, 1, 1, 0, 0]	-6
[17, 2, 2, 0, 0, 0]	-3
[17, 3, 1, 0, 0, 0]	-1
[17, 4, 0, 0, 0, 0]	+4
[18, 1, 1, 1, 0, 0]	-4
[18, 2, 1, 0, 0, 0]	-1
[18, 3, 0, 0, 0, 0]	+4
[19, 1, 1, 0, 0, 0]	+0
[19, 2, 0, 0, 0, 0]	+3
[20, 1, 0, 0, 0, 0]	+4
[21, 0, 0, 0, 0, 0]	+9
