Matchup	Value
[11, 7, 3, 0, 0, 0]	-6
[11, 8, 1, 1, 0, 0]	-10
[11, 8, 2, 0, 0, 0]	-6
[11, 9, 1, 0, 0, 0]	-5
[11, 10, 0, 0, 0, 0]	+0
[12, 2, 2, 2, 2, 1]	-23
[12, 3, 2, 2, 1, 1]	-22
[12, 3, 2, 2, 2, 0]	-18
[12, 3, 3, 1, 1, 1]	-21
[12, 3, 3, 2, 1, 0]	-17
[12, 3, 3, 3, 0, 0]	-12
[12, 4, 2, 1, 1, 1]	-21
[12, 4, 2, 2, 1, 0]	-17
[12, 4, 3, 1, 1, 0]	-16
[12, 4, 3, 2, 0, 0]	-12
[12, 4, 4, 1, 0, 0]	-11
[12, 5, 1, 1, 1, 1]	-20
[12, 5, 2, 1, 1, 0]	-16
[12, 5, 2, 2, 0, 0]	-12
[12, 5, 3, 1, 0, 0]	-11
[12, 5, 4, 0, 0, 0]	-6
[12, 6, 1, 1, 1, 0]	-15
[12, 6, 2, 1, 0, 0]	-11
[12, 6, 3, 0, 0, 0]	-6
[12, 7, 1, 1, 0, 0]	-10
[12, 7, 2, 0, 0, 0]	-6
[12, 8, 1, 0, 0, 0]	-5
[12, 9, 0, 0, 0, 0]	+0
[13, 2, 2, 2, 1, 1]	-22
[13, 2, 2, 2, 2, 0]	-18
[13, 3, 2, 1, 1, 1]	-21
[13, 3, 2, 2, 1, 0]	-17
[13, 3, 3, 1, 1, 0]	-16
[13, 3, 3, 2, 0, 0]	-12
[13, 4, 1, 1, 1, 1]	-20
[13, 4, 2, 1, 1, 0]	-16
[13, 4, 2, 2, 0, 0]	-12
[13, 4, 3, 1, 0, 0]	-11
[13, 4, 4, 0, 0, 0]	-6
[13, 5, 1, 1, 1, 0]	-15
[13, 5, 2, 1, 0, 0]	-11
[13, 5, 3, 0, 0, 0]	-6
[13, 6, 1, 1, 0, 0]	-10
[13, 6, 2, 0, 0, 0]	-6
[13, 7, 1, 0, 0, 0]	-5
[13, 8, 0, 0, 0, 0]	+0
[14, 2, 2, 1, 1, 1]	-21
[14, 2, 2, 2, 1, 0]	-17
[14, 3, 1, 1, 1, 1]	-20
[14, 3, 2, 1, 1, 0]	-16
[14, 3, 2, 2, 0, 0]	-12
[14, 3, 3, 1, 0, 0]	-11
[14, 4, 1, 1, 1, 0]	-15
[14, 4, 2, 1, 0, 0]	-11
[14, 4, 3, 0, 0, 0]	-6
[14, 5, 1, 1, 0, 0]	-10
[14, 5, 2, 0, 0, 0]	-6
[14, 6, 1, 0, 0, 0]	-5
[14, 7, 0, 0, 0, 0]	+0
[15, 2, 1, 1, 1, 1]	-20
[15, 2, 2, 1, 1, 0]	-16
[15, 2, 2, 2, 0, 0]	-12
[15, 3, 1, 1, 1, 0]	-15
[15, 3, 2, 1, 0, 0]	-11
[15, 3, 3, 0, 0, 0]	-6
[15, 4, 1, 1, 0, 0]	-10
[15, 4, 2, 0, 0, 0]	-6
[15, 5, 1, 0, 0, 0]	-5
[15, 6, 0, 0, 0, 0]	+0
[16, 1, 1, 1, 1, 1]	-19
[16, 2, 1, 1, 1, 0]	-15
[16, 2, 2, 1, 0, 0]	-11
[16, 3, 1, 1, 0, 0]	-10
[16, 3, 2, 0, 0, 0]	-6
[16, 4, 1, 0, 0, 0]	-5
[16, 5, 0, 0, 0, 0]	+0
[17, 1, 1, 1, 1, 0]	-14
[17, 2, 1, 1, 0, 0]	-10
[17, 2, 2, 0, 0, 0]	-6
[17, 3, 1, 0, 0, 0]	-5
[17, 4, 0, 0, 0, 0]	+0
[18, 1, 1, 1, 0, 0]	-9
[18, 2, 1, 0, 0, 0]	-5
[18, 3, 0, 0, 0, 0]	+0
[19, 1, 1, 0, 0, 0]	-4
[19, 2, 0, 0, 0, 0]	+0
[20, 1, 0, 0, 0, 0]	+0
[21, 0, 0, 0, 0, 0]	+4
