Matchup	Value
[6, 6, 6, 3, 0, 0]	-3
[7, 3, 3, 3, 3, 2]	+12
[7, 4, 3, 3, 2, 2]	+9
[7, 4, 3, 3, 3, 1]	+6
[7, 4, 4, 2, 2, 2]	+6
[7, 4, 4, 3, 2, 1]	+3
[7, 4, 4, 3, 3, 0]	+0
[7, 4, 4, 4, 1, 1]	-3
[7, 4, 4, 4, 2, 0]	-3
[7, 5, 3, 2, 2, 2]	+9
[7, 5, 3, 3, 2, 1]	+6
[7, 5, 3, 3, 3, 0]	+3
[7, 5, 4, 2, 2, 1]	+3
[7, 5, 4, 3, 1, 1]	+0
[7, 5, 4, 3, 2, 0]	+0
[7, 5, 4, 4, 1, 0]	-6
[7, 5, 5, 2, 1, 1]	+0
[7, 5, 5, 2, 2, 0]	+0
[7, 5, 5, 3, 1, 0]	-3
[7, 5, 5, 4, 0, 0]	-9
[7, 6, 2, 2, 2, 2]	+12
[7, 6, 3, 2, 2, 1]	+9
[7, 6, 3, 3, 1, 1]	+6
[7, 6, 3, 3, 2, 0]	+6
[7, 6, 4, 2, 1, 1]	+3
[7, 6, 4, 2, 2, 0]	+3
[7, 6, 4, 3, 1, 0]	+0
[7, 6, 4, 4, 0, 0]	-6
[7, 6, 5, 1, 1, 1]	+0
[7, 6, 5, 2, 1, 0]	+0
[7, 6, 5, 3, 0, 0]	-3
[7, 6, 6, 1, 1, 0]	+0
[7, 6, 6, 2, 0, 0]	+0
[7, 7, 2, 2, 2, 1]	+12
[7, 7, 3, 2, 1, 1]	+9
[7, 7, 3, 2, 2, 0]	+9
[7, 7, 3, 3, 1, 0]	+6
[7, 7, 4, 1, 1, 1]	+3
[7, 7, 4, 2, 1, 0]	+3
[7, 7, 4, 3, 0, 0]	+0
[7, 7, 5, 1, 1, 0]	+0
[7, 7, 5, 2, 0, 0]	+0
[7, 7, 6, 1, 0, 0]	+0
[7, 7, 7, 0, 0, 0]	+0
[8, 3, 3, 3, 2, 2]	+15
[8, 3, 3, 3, 3, 1]	+12
[8, 4, 3, 2, 2, 2]	+12
[8, 4, 3, 3, 2, 1]	+9
[8, 4, 3, 3, 3, 0]	+6
[8, 4, 4, 2, 2, 1]	+6
[8, 4, 4, 3, 1, 1]	+3
[8, 4, 4, 3, 2, 0]	+3
[8, 4, 4, 4, 1, 0]	-3
[8, 5, 2, 2, 2, 2]	+12
[8, 5, 3, 2, 2, 1]	+9
[8, 5, 3, 3, 1, 1]	+6
[8, 5, 3, 3, 2, 0]	+6
[8, 5, 4, 2, 1, 1]	+3
[8, 5, 4, 2, 2, 0]	+3
[8, 5, 4, 3, 1, 0]	+0
[8, 5, 4, 4, 0, 0]	-6
[8, 5, 5, 1, 1, 1]	+0
[8, 5, 5, 2, 1, 0]	+0
[8, 5, 5, 3, 0, 0]	-3
[8, 6, 2, 2, 2, 1]	+12
[8, 6, 3, 2, 1, 1]	+9
[8, 6, 3, 2, 2, 0]	+9
[8, 6, 3, 3, 1, 0]	+6
[8, 6, 4, 1, 1, 1]	+3
[8, 6, 4, 2, 1, 0]	+3
[8, 6, 4, 3, 0, 0]	+0
[8, 6, 5, 1, 1, 0]	+0
[8, 6, 5, 2, 0, 0]	+0
[8, 6, 6, 1, 0, 0]	+0
[8, 7, 2, 2, 1, 1]	+12
[8, 7, 2, 2, 2, 0]	+12
[8, 7, 3, 1, 1, 1]	+9
[8, 7, 3, 2, 1, 0]	+9
[8, 7, 3, 3, 0, 0]	+6
[8, 7, 4, 1, 1, 0]	+3
[8, 7, 4, 2, 0, 0]	+3
[8, 7, 5, 1, 0, 0]	+0
[8, 7, 6, 0, 0, 0]	+0
[8, 8, 2, 1, 1, 1]	+12
[8, 8, 2, 2, 1, 0]	+12
[8, 8, 3, 1, 1, 0]	+9
[8, 8, 3, 2, 0, 0]	+9
[8, 8, 4, 1, 0, 0]	+3
[8, 8, 5, 0, 0, 0]	+0
[9, 3, 3, 2, 2, 2]	+18
[9, 3, 3, 3, 2, 1]	+15
[9, 3, 3, 3, 3, 0]	+12
[9, 4, 2, 2, 2, 2]	+15
[9, 4, 3, 2, 2, 1]	+12
[9, 4, 3, 3, 1, 1]	+9
[9, 4, 3, 3, 2, 0]	+9
[9, 4, 4, 2, 1, 1]	+6
[9, 4, 4, 2, 2, 0]	+6
[9, 4, 4, 3, 1, 0]	+3
[9, 4, 4, 4, 0, 0]	-3
[9, 5, 2, 2, 2, 1]	+12
[9, 5, 3, 2, 1, 1]	+9
[9, 5, 3, 2, 2, 0]	+9
[9, 5, 3, 3, 1, 0]	+6
[9, 5, 4, 1, 1, 1]	+3
[9, 5, 4, 2, 1, 0]	+3
[9, 5, 4, 3, 0, 0]	+0
[9, 5, 5, 1, 1, 0]	+0
[9, 5, 5, 2, 0, 0]	+0
[9, 6, 2, 2, 1, 1]	+12
[9, 6, 2, 2, 2, 0]	+12
[9, 6, 3, 1, 1, 1]	+9
[9, 6, 3, 2, 1, 0]	+9
[9, 6, 3, 3, 0, 0]	+6
[9, 6, 4, 1, 1, 0]	+3
[9, 6, 4, 2, 0, 0]	+3
[9, 6, 5, 1, 0, 0]	+0
[9, 6, 6, 0, 0, 0]	+0
[9, 7, 2, 1, 1, 1]	+12
[9, 7, 2, 2, 1, 0]	+12
[9, 7, 3, 1, 1, 0]	+9
[9, 7, 3, 2, 0, 0]	+9
[9, 7, 4, 1, 0, 0]	+3
[9, 7, 5, 0, 0, 0]	+0
[9, 8, 1, 1, 1, 1]	+12
[9, 8, 2, 1, 1, 0]	+12
[9, 8, 2, 2, 0, 0]	+12
[9, 8, 3, 1, 0, 0]	+9
[9, 8, 4, 0, 0, 0]	+3
[9, 9, 1, 1, 1, 0]	+12
[9, 9, 2, 1, 0, 0]	+12
[9, 9, 3, 0, 0, 0]	+9
[10, 3, 2, 2, 2, 2]	+21
[10, 3, 3, 2, 2, 1]	+18
[10, 3, 3, 3, 1, 1]	+15
[10, 3, 3, 3, 2, 0]	+15
[10, 4, 2, 2, 2, 1]	+15
[10, 4, 3, 2, 1, 1]	+12
[10, 4, 3, 2, 2, 0]	+12
[10, 4, 3, 3, 1, 0]	+9
[10, 4, 4, 1, 1, 1]	+6
[10, 4, 4, 2, 1, 0]	+6
[10, 4, 4, 3, 0, 0]	+3
[10, 5, 2, 2, 1, 1]	+12
[10, 5, 2, 2, 2, 0]	+12
[10, 5, 3, 1, 1, 1]	+9
[10, 5, 3, 2, 1, 0]	+9
[10, 5, 3, 3, 0, 0]	+6
[10, 5, 4, 1, 1, 0]	+3
[10, 5, 4, 2, 0, 0]	+3
[10, 5, 5, 1, 0, 0]	+0
[10, 6, 2, 1, 1, 1]	+12
[10, 6, 2, 2, 1, 0]	+12
[10, 6, 3, 1, 1, 0]	+9
[10, 6, 3, 2, 0, 0]	+9
[10, 6, 4, 1, 0, 0]	+3
[10, 6, 5, 0, 0, 0]	+0
[10, 7, 1, 1, 1, 1]	+12
[10, 7, 2, 1, 1, 0]	+12
[10, 7, 2, 2, 0, 0]	+12
[10, 7, 3, 1, 0, 0]	+9
[10, 7, 4, 0, 0, 0]	+3
[10, 8, 1, 1, 1, 0]	+12
[10, 8, 2, 1, 0, 0]	+12
[10, 8, 3, 0, 0, 0]	+9
[10, 9, 1, 1, 0, 0]	+12
[10, 9, 2, 0, 0, 0]	+12
[10, 10, 1, 0, 0, 0]	+12
[11, 2, 2, 2, 2, 2]	+24
[11, 3, 2, 2, 2, 1]	+21
[11, 3, 3, 2, 1, 1]	+18
[11, 3, 3, 2, 2, 0]	+18
[11, 3, 3, 3, 1, 0]	+15
[11, 4, 2, 2, 1, 1]	+15
[11, 4, 2, 2, 2, 0]	+15
[11, 4, 3, 1, 1, 1]	+12
[11, 4, 3, 2, 1, 0]	+12
[11, 4, 3, 3, 0, 0]	+9
[11, 4, 4, 1, 1, 0]	+6
[11, 4, 4, 2, 0, 0]	+6
[11, 5, 2, 1, 1, 1]	+12
[11, 5, 2, 2, 1, 0]	+12
[11, 5, 3, 1, 1, 0]	+9
[11, 5, 3, 2, 0, 0]	+9
[11, 5, 4, 1, 0, 0]	+3
[11, 5, 5, 0, 0, 0]	+0
[11, 6, 1, 1, 1, 1]	+12
[11, 6, 2, 1, 1, 0]	+12
[11, 6, 2, 2, 0, 0]	+12
[11, 6, 3, 1, 0, 0]	+9
[11, 6, 4, 0, 0, 0]	+3
[11, 7, 1, 1, 1, 0]	+12
[11, 7, 2, 1, 0, 0]	+12
[11, 7, 3, 0, 0, 0]	+9
[11, 8, 1, 1, 0, 0]	+12
[11, 8, 2, 0, 0, 0]	+12
[11, 9, 1, 0, 0, 0]	+12
[11, 10, 0, 0, 0, 0]	+12
[12, 2, 2, 2, 2, 1]	+24
[12, 3, 2, 2, 1, 1]	+21
[12, 3, 2, 2, 2, 0]	+21
[12, 3, 3, 1, 1, 1]	+18
[12, 3, 3, 2, 1, 0]	+18
[12, 3, 3, 3, 0, 0]	+15
[12, 4, 2, 1, 1, 1]	+15
[12, 4, 2, 2, 1, 0]	+15
[12, 4, 3, 1, 1, 0]	+12
[12, 4, 3, 2, 0, 0]	+12
[12, 4, 4, 1, 0, 0]	+6
[12, 5, 1, 1, 1, 1]	+12
[12, 5, 2, 1, 1, 0]	+12
[12, 5, 2, 2, 0, 0]	+12
[12, 5, 3, 1, 0, 0]	+9
[12, 5, 4, 0, 0, 0]	+3
[12, 6, 1, 1, 1, 0]	+12
[12, 6, 2, 1, 0, 0]	+12
[12, 6, 3, 0, 0, 0]	+9
[12, 7, 1, 1, 0, 0]	+12
[12, 7, 2, 0, 0, 0]	+12
[12, 8, 1, 0, 0, 0]	+12
[12, 9, 0, 0, 0, 0]	+12
[13, 2, 2, 2, 1, 1]	+24
[13, 2, 2, 2, 2, 0]	+24
[13, 3, 2, 1, 1, 1]	+21
[13, 3, 2, 2, 1, 0]	+21
[13, 3, 3, 1, 1, 0]	+18
[13, 3, 3, 2, 0, 0]	+18
[13, 4, 1, 1, 1, 1]	+15
[13, 4, 2, 1, 1, 0]	+15
[13, 4, 2, 2, 0, 0]	+15
[13, 4, 3, 1, 0, 0]	+12
[13, 4, 4, 0, 0, 0]	+6
[13, 5, 1, 1, 1, 0]	+12
[13, 5, 2, 1, 0, 0]	+12
[13, 5, 3, 0, 0, 0]	+9
[13, 6, 1, 1, 0, 0]	+12
[13, 6, 2, 0, 0, 0]	+12
[13, 7, 1, 0, 0, 0]	+12
[13, 8, 0, 0, 0, 0]	+12
[14, 2, 2, 1, 1, 1]	+24
[14, 2, 2, 2, 1, 0]	+24
[14, 3, 1, 1, 1, 1]	+21
[14, 3, 2, 1, 1, 0]	+21
[14, 3, 2, 2, 0, 0]	+21
[14, 3, 3, 1, 0, 0]	+18
[14, 4, 1, 1, 1, 0]	+15
[14, 4, 2, 1, 0, 0]	+15
[14, 4, 3, 0, 0, 0]	+12
[14, 5, 1, 1, 0, 0]	+12
[14, 5, 2, 0, 0, 0]	+12
[14, 6, 1, 0, 0, 0]	+12
[14, 7, 0, 0, 0, 0]	+12
[15, 2, 1, 1, 1, 1]	+24
[15, 2, 2, 1, 1, 0]	+24
[15, 2, 2, 2, 0, 0]	+24
[15, 3, 1, 1, 1, 0]	+21
[15, 3, 2, 1, 0, 0]	+21
[15, 3, 3, 0, 0, 0]	+18
[15, 4, 1, 1, 0, 0]	+15
[15, 4, 2, 0, 0, 0]	+15
[15, 5, 1, 0, 0, 0]	+12
[15, 6, 0, 0, 0, 0]	+12
[16, 1, 1, 1, 1, 1]	+24
[16, 2, 1, 1, 1, 0]	+24
[16, 2, 2, 1, 0, 0]	+24
[16, 3, 1, 1, 0, 0]	+21
[16, 3, 2, 0, 0, 0]	+21
[16, 4, 1, 0, 0, 0]	+15
[16, 5, 0, 0, 0, 0]	+12
[17, 1, 1, 1, 1, 0]	+24
[17, 2, 1, 1, 0, 0]	+24
[17, 2, 2, 0, 0, 0]	+24
[17, 3, 1, 0, 0, 0]	+21
[17, 4, 0, 0, 0, 0]	+15
[18, 1, 1, 1, 0, 0]	+24
[18, 2, 1, 0, 0, 0]	+24
[18, 3, 0, 0, 0, 0]	+21
[19, 1, 1, 0, 0, 0]	+24
[19, 2, 0, 0, 0, 0]	+24
[20, 1, 0, 0, 0, 0]	+24
[21, 0, 0, 0, 0, 0]	+24
