Matchup	Value
[12, 3, 3, 2, 1, 0]	+10
[12, 3, 3, 3, 0, 0]	+6
[12, 4, 2, 1, 1, 1]	+14
[12, 4, 2, 2, 1, 0]	+12
[12, 4, 3, 1, 1, 0]	+10
[12, 4, 3, 2, 0, 0]	+8
[12, 4, 4, 1, 0, 0]	+8
[12, 5, 1, 1, 1, 1]	+15
[12, 5, 2, 1, 1, 0]	+13
[12, 5, 2, 2, 0, 0]	+11
[12, 5, 3, 1, 0, 0]	+9
[12, 5, 4, 0, 0, 0]	+7
[12, 6, 1, 1, 1, 0]	+13
[12, 6, 2, 1, 0, 0]	+11
[12, 6, 3, 0, 0, 0]	+7
[12, 7, 1, 1, 0, 0]	+12
[12, 7, 2, 0, 0, 0]	+10
[12, 8, 1, 0, 0, 0]	+12
[12, 9, 0, 0, 0, 0]	+12
[13, 2, 2, 2, 1, 1]	+18
[13, 2, 2, 2, 2, 0]	+16
[13, 3, 2, 1, 1, 1]	+16
[13, 3, 2, 2, 1, 0]	+14
[13, 3, 3, 1, 1, 0]	+12
[13, 3, 3, 2, 0, 0]	+10
[13, 4, 1, 1, 1, 1]	+16
[13, 4, 2, 1, 1, 0]	+14
[13, 4, 2, 2, 0, 0]	+12
[13, 4, 3, 1, 0, 0]	+10
[13, 4, 4, 0, 0, 0]	+8
[13, 5, 1, 1, 1, 0]	+15
[13, 5, 2, 1, 0, 0]	+13
[13, 5, 3, 0, 0, 0]	+9
[13, 6, 1, 1, 0, 0]	+13
[13, 6, 2, 0, 0, 0]	+11
[13, 7, 1, 0, 0, 0]	+12
[13, 8, 0, 0, 0, 0]	+12
[14, 2, 2, 1, 1, 1]	+20
[14, 2, 2, 2, 1, 0]	+18
[14, 3, 1, 1, 1, 1]	+18
[14, 3, 2, 1, 1, 0]	+16
[14, 3, 2, 2, 0, 0]	+14
[14, 3, 3, 1, 0, 0]	+12
[14, 4, 1, 1, 1, 0]	+16
[14, 4, 2, 1, 0, 0]	+14
[14, 4, 3, 0, 0, 0]	+10
[14, 5, 1, 1, 0, 0]	+15
[14, 5, 2, 0, 0, 0]	+13
[14, 6, 1, 0, 0, 0]	+13
[14, 7, 0, 0, 0, 0]	+12
[15, 2, 1, 1, 1, 1]	+22
[15, 2, 2, 1, 1, 0]	+20
[15, 2, 2, 2, 0, 0]	+18
[15, 3, 1, 1, 1, 0]	+18
[15, 3, 2, 1, 0, 0]	+16
[15, 3, 3, 0, 0, 0]	+12
[15, 4, 1, 1, 0, 0]	+16
[15, 4, 2, 0, 0, 0]	+14
[15, 5, 1, 0, 0, 0]	+15
[15, 6, 0, 0, 0, 0]	+13
[16, 1, 1, 1, 1, 1]	+24
[16, 2, 1, 1, 1, 0]	+22
[16, 2, 2, 1, 0, 0]	+20
[16, 3, 1, 1, 0, 0]	+18
[16, 3, 2, 0, 0, 0]	+16
[16, 4, 1, 0, 0, 0]	+16
[16, 5, 0, 0, 0, 0]	+15
[17, 1, 1, 1, 1, 0]	+24
[17, 2, 1, 1, 0, 0]	+22
[17, 2, 2, 0, 0, 0]	+20
[17, 3, 1, 0, 0, 0]	+18
[17, 4, 0, 0, 0, 0]	+16
[18, 1, 1, 1, 0, 0]	+24
[18, 2, 1, 0, 0, 0]	+22
[18, 3, 0, 0, 0, 0]	+18
[19, 1, 1, 0, 0, 0]	+24
[19, 2, 0, 0, 0, 0]	+22
[20, 1, 0, 0, 0, 0]	+24
[21, 0, 0, 0, 0, 0]	+24
