Matchup	Value
[10, 9, 2, 0, 0, 0]	-4
[10, 10, 1, 0, 0, 0]	-4
[11, 2, 2, 2, 2, 2]	-14
[11, 3, 2, 2, 2, 1]	-14
[11, 3, 3, 2, 1, 1]	-14
[11, 3, 3, 2, 2, 0]	-10
[11, 3, 3, 3, 1, 0]	-10
[11, 4, 2, 2, 1, 1]	-14
[11, 4, 2, 2, 2, 0]	-10
[11, 4, 3, 1, 1, 1]	-14
[11, 4, 3, 2, 1, 0]	-10
[11, 4, 3, 3, 0, 0]	-6
[11, 4, 4, 1, 1, 0]	-10
[11, 4, 4, 2, 0, 0]	-6
[11, 5, 2, 1, 1, 1]	-14
[11, 5, 2, 2, 1, 0]	-10
[11, 5, 3, 1, 1, 0]	-10
[11, 5, 3, 2, 0, 0]	-6
[11, 5, 4, 1, 0, 0]	-6
[11, 5, 5, 0, 0, 0]	-2
[11, 6, 1, 1, 1, 1]	-14
[11, 6, 2, 1, 1, 0]	-10
[11, 6, 2, 2, 0, 0]	-6
[11, 6, 3, 1, 0, 0]	-6
[11, 6, 4, 0, 0, 0]	-2
[11, 7, 1, 1, 1, 0]	-10
[11, 7, 2, 1, 0, 0]	-6
[11, 7, 3, 0, 0, 0]	-2
[11, 8, 1, 1, 0, 0]	-7
[11, 8, 2, 0, 0, 0]	-3
[11, 9, 1, 0, 0, 0]	-4
[11, 10, 0, 0, 0, 0]	+0
[12, 2, 2, 2, 2, 1]	-14
[12, 3, 2, 2, 1, 1]	-14
[12, 3, 2, 2, 2, 0]	-10
[12, 3, 3, 1, 1, 1]	-14
[12, 3, 3, 2, 1, 0]	-10
[12, 3, 3, 3, 0, 0]	-6
[12, 4, 2, 1, 1, 1]	-14
[12, 4, 2, 2, 1, 0]	-10
[12, 4, 3, 1, 1, 0]	-10
[12, 4, 3, 2, 0, 0]	-6
[12, 4, 4, 1, 0, 0]	-6
[12, 5, 1, 1, 1, 1]	-14
[12, 5, 2, 1, 1, 0]	-10
[12, 5, 2, 2, 0, 0]	-6
[12, 5, 3, 1, 0, 0]	-6
[12, 5, 4, 0, 0, 0]	-2
[12, 6, 1, 1, 1, 0]	-10
[12, 6, 2, 1, 0, 0]	-6
[12, 6, 3, 0, 0, 0]	-2
[12, 7, 1, 1, 0, 0]	-6
[12, 7, 2, 0, 0, 0]	-2
[12, 8, 1, 0, 0, 0]	-3
[12, 9, 0, 0, 0, 0]	+0
[13, 2, 2, 2, 1, 1]	-15
[13, 2, 2, 2, 2, 0]	-11
[13, 3, 2, 1, 1, 1]	-15
[13, 3, 2, 2, 1, 0]	-11
[13, 3, 3, 1, 1, 0]	-11
[13, 3, 3, 2, 0, 0]	-7
[13, 4, 1, 1, 1, 1]	-15
[13, 4, 2, 1, 1, 0]	-11
[13, 4, 2, 2, 0, 0]	-7
[13, 4, 3, 1, 0, 0]	-7
[13, 4, 4, 0, 0, 0]	-3
[13, 5, 1, 1, 1, 0]	-11
[13, 5, 2, 1, 0, 0]	-7
[13, 5, 3, 0, 0, 0]	-3
[13, 6, 1, 1, 0, 0]	-7
[13, 6, 2, 0, 0, 0]	-3
[13, 7, 1, 0, 0, 0]	-3
[13, 8, 0, 0, 0, 0]	+0
[14, 2, 2, 1, 1, 1]	-16
[14, 2, 2, 2, 1, 0]	-12
[14, 3, 1, 1, 1, 1]	-16
[14, 3, 2, 1, 1, 0]	-12
[14, 3, 2, 2, 0, 0]	-8
[14, 3, 3, 1, 0, 0]	-8
[14, 4, 1, 1, 1, 0]	-12
[14, 4, 2, 1, 0, 0]	-8
[14, 4, 3, 0, 0, 0]	-4
[14, 5, 1, 1, 0, 0]	-8
[14, 5, 2, 0, 0, 0]	-4
[14, 6, 1, 0, 0, 0]	-4
[14, 7, 0, 0, 0, 0]	+0
[15, 2, 1, 1, 1, 1]	-16
[15, 2, 2, 1, 1, 0]	-12
[15, 2, 2, 2, 0, 0]	-8
[15, 3, 1, 1, 1, 0]	-12
[15, 3, 2, 1, 0, 0]	-8
[15, 3, 3, 0, 0, 0]	-4
[15, 4, 1, 1, 0, 0]	-8
[15, 4, 2, 0, 0, 0]	-4
[15, 5, 1, 0, 0, 0]	-4
[15, 6, 0, 0, 0, 0]	+0
[16, 1, 1, 1, 1, 1]	-16
[16, 2, 1, 1, 1, 0]	-12
[16, 2, 2, 1, 0, 0]	-8
[16, 3, 1, 1, 0, 0]	-8
[16, 3, 2, 0, 0, 0]	-4
[16, 4, 1, 0, 0, 0]	-4
[16, 5, 0, 0, 0, 0]	+0
[17, 1, 1, 1, 1, 0]	-12
[17, 2, 1, 1, 0, 0]	-8
[17, 2, 2, 0, 0, 0]	-4
[17, 3, 1, 0, 0, 0]	-4
[17, 4, 0, 0, 0, 0]	+0
[18, 1, 1, 1, 0, 0]	-8
[18, 2, 1, 0, 0, 0]	-4
[18, 3, 0, 0, 0, 0]	+0
[19, 1, 1, 0, 0, 0]	-4
[19, 2, 0, 0, 0, 0]	+0
[20, 1, 0, 0, 0, 0]	+0
[21, 0, 0, 0, 0, 0]	+4
