Matchup	Value
[11, 7, 3, 0, 0, 0]	+0
[11, 8, 1, 1, 0, 0]	-2
[11, 8, 2, 0, 0, 0]	+0
[11, 9, 1, 0, 0, 0]	+3
[11, 10, 0, 0, 0, 0]	+8
[12, 2, 2, 2, 2, 1]	-21
[12, 3, 2, 2, 1, 1]	-18
[12, 3, 2, 2, 2, 0]	-16
[12, 3, 3, 1, 1, 1]	-15
[12, 3, 3, 2, 1, 0]	-13
[12, 3, 3, 3, 0, 0]	-8
[12, 4, 2, 1, 1, 1]	-15
[12, 4, 2, 2, 1, 0]	-13
[12, 4, 3, 1, 1, 0]	-10
[12, 4, 3, 2, 0, 0]	-8
[12, 4, 4, 1, 0, 0]	-5
[12, 5, 1, 1, 1, 1]	-12
[12, 5, 2, 1, 1, 0]	-10
[12, 5, 2, 2, 0, 0]	-8
[12, 5, 3, 1, 0, 0]	-5
[12, 5, 4, 0, 0, 0]	+0
[12, 6, 1, 1, 1, 0]	-7
[12, 6, 2, 1, 0, 0]	-5
[12, 6, 3, 0, 0, 0]	+0
[12, 7, 1, 1, 0, 0]	-2
[12, 7, 2, 0, 0, 0]	+0
[12, 8, 1, 0, 0, 0]	+3
[12, 9, 0, 0, 0, 0]	+8
[13, 2, 2, 2, 1, 1]	-18
[13, 2, 2, 2, 2, 0]	-16
[13, 3, 2, 1, 1, 1]	-15
[13, 3, 2, 2, 1, 0]	-13
[13, 3, 3, 1, 1, 0]	-10
[13, 3, 3, 2, 0, 0]	-8
[13, 4, 1, 1, 1, 1]	-12
[13, 4, 2, 1, 1, 0]	-10
[13, 4, 2, 2, 0, 0]	-8
[13, 4, 3, 1, 0, 0]	-5
[13, 4, 4, 0, 0, 0]	+0
[13, 5, 1, 1, 1, 0]	-7
[13, 5, 2, 1, 0, 0]	-5
[13, 5, 3, 0, 0, 0]	+0
[13, 6, 1, 1, 0, 0]	-2
[13, 6, 2, 0, 0, 0]	+0
[13, 7, 1, 0, 0, 0]	+3
[13, 8, 0, 0, 0, 0]	+8
[14, 2, 2, 1, 1, 1]	-15
[14, 2, 2, 2, 1, 0]	-13
[14, 3, 1, 1, 1, 1]	-12
[14, 3, 2, 1, 1, 0]	-10
[14, 3, 2, 2, 0, 0]	-8
[14, 3, 3, 1, 0, 0]	-5
[14, 4, 1, 1, 1, 0]	-7
[14, 4, 2, 1, 0, 0]	-5
[14, 4, 3, 0, 0, 0]	+0
[14, 5, 1, 1, 0, 0]	-2
[14, 5, 2, 0, 0, 0]	+0
[14, 6, 1, 0, 0, 0]	+3
[14, 7, 0, 0, 0, 0]	+8
[15, 2, 1, 1, 1, 1]	-12
[15, 2, 2, 1, 1, 0]	-10
[15, 2, 2, 2, 0, 0]	-8
[15, 3, 1, 1, 1, 0]	-7
[15, 3, 2, 1, 0, 0]	-5
[15, 3, 3, 0, 0, 0]	+0
[15, 4, 1, 1, 0, 0]	-2
[15, 4, 2, 0, 0, 0]	+0
[15, 5, 1, 0, 0, 0]	+3
[15, 6, 0, 0, 0, 0]	+8
[16, 1, 1, 1, 1, 1]	-9
[16, 2, 1, 1, 1, 0]	-7
[16, 2, 2, 1, 0, 0]	-5
[16, 3, 1, 1, 0, 0]	-2
[16, 3, 2, 0, 0, 0]	+0
[16, 4, 1, 0, 0, 0]	+3
[16, 5, 0, 0, 0, 0]	+8
[17, 1, 1, 1, 1, 0]	-4
[17, 2, 1, 1, 0, 0]	-2
[17, 2, 2, 0, 0, 0]	+0
[17, 3, 1, 0, 0, 0]	+3
[17, 4, 0, 0, 0, 0]	+8
[18, 1, 1, 1, 0, 0]	+0
[18, 2, 1, 0, 0, 0]	+2
[18, 3, 0, 0, 0, 0]	+7
[19, 1, 1, 0, 0, 0]	+4
[19, 2, 0, 0, 0, 0]	+6
[20, 1, 0, 0, 0, 0]	+9
[21, 0, 0, 0, 0, 0]	+14
